shop name,postal code,phone number,star,price,number of reviews,street address
Simplethings,90024,(310) 824-2000,-1,$$,160,10874 Kinross Ave
Berlin Currywurst,90013,(213) 628-3455,-1,$,133,317 S Broadway
Postcards Central American Soul Food,,(310) 801-0441,-1,$$,78,
Postcards Central American Soul Food,,(310) 801-0441,-1,$$,78,
Button Mash,90026,(213) 250-9903,-1,$$,278,1391 Sunset Blvd
Oki’s Dog,90019,(323) 938-4369,-1,$,224,5056 W Pico Blvd
Poquito Mas,90025,(310) 474-1998,-1,$,396,2215 Westwood Blvd
Secret Chinese Delivery,90015,(213) 628-3596,-1,$$,80,199 W Olympic Blvd
Panda Express,90007,(213) 746-0392,-1,$,115,2828 S Figueroa St
LudoBird,90015,,-1,$$,59,1111 S Figueroa St
El Guanaco Restaurant,90038,(323) 461-2636,-1,$,25,5656 Santa Monica Blvd
CaCao Mexicatessen,90041,(323) 478-2791,-1,$$,1127,1576 Colorado Blvd
India Sweets & Spices,90039,(323) 345-0360,-1,$,411,3126 Los Feliz Blvd
El Pueblo Pupuseria and Salvadoran Restaurant,90057,(213) 382-2625,-1,$,17,2719 W 6th St
La Serenata De Garibaldi,90033,(323) 265-2887,-1,$$,293,1842 E First St
Big Tummy Submarine Sandwiches,90065,(323) 254-7694,-1,$,24,3277 N San Fernando Rd
Mama’s International Tamales,90057,(213) 487-7474,-1,$,226,2124 W 7th St
Tender Greens,90014,(213) 873-1890,-1,$$,176,"523 W 6th St, Ste 505"
The Churchill,90048,(323) 655-8384,-1,$$,754,8384 W 3rd St
Taqueria Vista Hermosa,90007,(213) 741-1251,-1,$,159,3655 S Grand Ave
Hop Woo,90064,(310) 575-3668,-1,$$,275,11110 W Olympic Blvd
El Nuevo Ilobasco Family Restaurant,90006,(213) 382-4933,-1,$,16,1436 S Vermont Ave
Nong La Cafe,90025,(310) 268-1881,-1,$$,1104,2055 Sawtelle Blvd
Tender Greens,90014,(213) 873-1890,-1,$$,176,"523 W 6th St, Ste 505"
Nong La Cafe,90025,(310) 268-1881,-1,$$,1104,2055 Sawtelle Blvd
Taqueria Y Pupuseria El Savoy,90006,(213) 739-8550,-1,$,11,2439 James M Wood Blvd
Hawkins House of Burgers,90059,(323) 563-1129,-1,$,739,11603 Slater St
Lemonade,90291,(310) 452-6200,-1,$$,1247,1661 Abbot Kinney Blvd
Azla,90007,(213) 745-7455,-1,$,186,3655 S Grand Ave
Lemon Poppy Kitchen,90065,(323) 739-0012,-1,$$,478,3324 Verdugo Rd
Lemonade,90089,(213) 821-3491,-1,$$,148,3601 Trousdale Pkwy
The Larder at Tavern,90049,(310) 806-6464,-1,$$,118,11648 San Vicente Blvd
La Adelita Food,90015,(213) 487-0176,-1,$,60,1287 S Union Ave
The Larder at Tavern,90049,(310) 806-6464,-1,$$,118,11648 San Vicente Blvd
Little San Salvador Restaurant en Hollywood,90029,(323) 466-0565,-1,$,19,901 N Western Ave
La Adelita Food,90015,(213) 487-0176,-1,$,60,1287 S Union Ave
Little Bear,90021,(213) 622-8100,-1,$$,624,1855 Industrial St
Azla,90007,(213) 745-7455,-1,$,186,3655 S Grand Ave
Natalie Peruvian Seafood Restaurant,90028,(323) 463-8340,-1,$$,298,5759 Hollywood Blvd
Marugame Monzo,90012,(213) 346-9762,-1,$$,1935,329 E 1st St
Pupuseria Jutiapa,90037,(323) 789-6612,-1,$,32,5701 S Vermont Ave
Hama Sushi,90012,(213) 680-3454,-1,$$,1218,347 E 2nd St
Hodori Restaurant,90006,(213) 383-3554,-1,$$,875,1001 S Vermont Ave
Hodori Restaurant,90006,(213) 383-3554,-1,$$,875,1001 S Vermont Ave
Paru’s Indian Vegetarian Restaurant,90027,(323) 661-7600,-1,$$,430,5140 Sunset Blvd
Cactus Taqueria #1,90038,(323) 464-5865,-1,$,708,950 Vine St
Pita Kitchen,90048,(323) 936-2460,-1,$$,50,6256 Wilshire Blvd
Gyu-Kaku Japanese BBQ,90064,(310) 234-8641,-1,$$,842,10925 W Pico Blvd
Gaam Restaurant and Lounge,90020,(213) 388-8850,-1,$$,841,3465 W 6th St
Twist & Grill,90017,(213) 612-0840,-1,$,76,735 S Figueroa St
Sultan Chicken,90014,(213) 236-0604,-1,$,265,311 W 6th St
Kachi Deli Cafe & Grill,90017,(213) 482-4553,-1,$$,196,1055 Wilshire Blvd
Izakaya Gazen,90012,(213) 613-1415,-1,$$,99,362 E 1st St
Sky’s Gourmet Tacos,90019,(323) 302-5932,-1,$,761,5408 W Pico Blvd
Marino Restaurant,90038,(323) 466-8812,-1,$$$,242,6001 Melrose Ave
Status Kuo,90066,(310) 574-7610,-1,$$,29,3809 Grand View Blvd
Tortilleria La California,90065,(323) 221-8940,-1,$,16,2241 Cypress Ave
Cafe Cali,90015,(213) 749-2174,-1,$,32,1015 Wall St
Organix,90041,(323) 254-0284,-1,$$,305,1731 Colorado Blvd
Meshuga 4 Sushi,90035,(310) 271-5050,-1,$$,97,8948 W Pico Blvd
Hiatus Urban Barbeque,90019,(323) 879-9700,-1,$,352,1292 S La Brea Ave
Sofi Greek Restaurant,90048,(323) 651-0346,-1,$$,279,8030 3/4 W 3rd St
Cafe Wilshire,90017,(213) 481-7572,-1,$,8,1138 Wilshire Blvd
The District by Hannah An,90048,(310) 278-2345,-1,$$$,425,8722 W 3rd St
Sofi Greek Restaurant,90048,(323) 651-0346,-1,$$,279,8030 3/4 W 3rd St
Cafe Wilshire,90017,(213) 481-7572,-1,$,8,1138 Wilshire Blvd
Paco’s Tacos,90066,(310) 391-9616,-1,$$,878,4141 S Centinela Ave
The Empanada Factory,90034,(310) 836-5944,-1,$,221,2513 S Robertson Blvd
Spain Restaurant,90026,(323) 667-9045,-1,$$,176,1866 Glendale Blvd
Get Toasted Food Truck,CA,,-1,$,52,
Feast From The East,90025,(310) 475-0400,-1,$$,391,1949 Westwood Blvd
9021Pho,90046,(323) 656-9021,-1,$$,332,7950 W Sunset Blvd
Las Ranas Cafe,90016,(323) 934-7084,-1,$,55,5237 W Adams Blvd
Las Ranas Cafe,90016,(323) 934-7084,-1,$,55,5237 W Adams Blvd
JNJ Burger & BBQ,90016,(323) 934-5390,-1,$,368,5754 W Adams Blvd
Label’s Table Deli,90035,(310) 276-0388,-1,$$,200,9226 W Pico Blvd
Sus Arepas,,(213) 271-5662,-1,$,9,
Almaza,90034,(310) 280-9006,-1,$$,348,8905 W Venice Blvd
Oops! Sushi & Sake Bar,90064,(310) 478-8991,-1,$$,468,11670 W Gateway Blvd
Starfish Sushi,90036,(323) 933-5600,-1,$$,291,5600 Wilshire Blvd
Rustic Kitchen Market & Cafe,90066,(310) 390-1500,-1,$$,147,3523 S Centinela Ave
Delicious Southern Cuisine,90008,(323) 298-0445,-1,$$,95,4371 Crenshaw Blvd
EMC Seafood & Raw Bar,90020,(213) 351-9988,-1,$$,2491,3500 W 6th St
Starfish Sushi,90036,(323) 933-5600,-1,$$,291,5600 Wilshire Blvd
King Taco,90006,(213) 384-8115,-1,$,817,2020 W Pico Blvd
Loteria Grill,90028,(323) 465-2500,-1,$$,780,6627 Hollywood Blvd
Shanghai Rose,91604,(818) 762-2542,-1,$$,169,12229 Ventura Blvd
Delicious Southern Cuisine,90008,(323) 298-0445,-1,$$,95,4371 Crenshaw Blvd
Esaan - A Taste Of Thai,90071,(213) 488-9995,-1,$,180,601 W 5th St
El Jalapeno Tacos,90005,(213) 365-0048,-1,$,92,854 S Vermont Ave
Cafe Dulce,90012,(213) 346-9910,-1,$,1681,134 Japanese Village Plz
Stout,90028,(323) 469-3801,-1,$$,1557,1544 N Cahuenga Blvd
Cheebo,90046,(323) 850-7070,-1,$$,522,7533 W Sunset Blvd
Cheebo,90046,(323) 850-7070,-1,$$,522,7533 W Sunset Blvd
"Maison Richard Restaurant, Café & French Bakery",90046,(323) 655-7777,-1,$$,205,707 N Stanley Ave
Stout,90028,(323) 469-3801,-1,$$,1557,1544 N Cahuenga Blvd
Derrick’s Jamaican Cuisine,90045,(310) 641-7572,-1,$$,236,6806 La Tijera Blvd
Jonathan Gold’s Bite Nite,CA,,-1,$$$,6,
Seree’s Coffee Shop,90007,(213) 747-8233,-1,$,57,2800 S Grand Ave
Bomb Foods,90026,,-1,$,2,W Sunset Blvd & Edgecliff Dr
Tofu Ya,90025,(310) 473-2627,-1,$$,962,2021 Sawtelle Blvd
Westwood Thai Cafe,90024,(424) 274-7142,-1,$,306,1375 Westwood Blvd
Loteria Grill,90036,(323) 930-2211,-1,$$,636,6333 W 3rd St
Tofu Ya,90025,(310) 473-2627,-1,$$,962,2021 Sawtelle Blvd
Westwood Thai Cafe,90024,(424) 274-7142,-1,$,306,1375 Westwood Blvd
P’tit Soleil,90024,(310) 441-5384,-1,$$,121,1386 Westwood Blvd
Siam Sunset,90027,(323) 467-8935,-1,$,186,5265 W Sunset Blvd
Pez Cantina,90071,(213) 258-2280,-1,$$,362,401 S Grand Ave
Locanda Veneta,90048,(310) 274-1893,-1,$$$,395,8638 W 3rd St
ROC Sawtelle,90025,(310) 235-2089,-1,$$,1346,2049 Sawtelle Blvd
Taqueria Los Anaya,90016,(323) 731-4070,-1,$,701,4651 W Adams Blvd
Hu’s Szechwan Restaurant,90034,(310) 837-0252,-1,$$,293,10450 National Blvd
TOT / Teishokuya of Tokyo,90012,(213) 680-0344,-1,$$,702,345 E 2nd St
Pico Kosher Deli,90035,(310) 273-9381,-1,$$,151,8826 W Pico Blvd
Cheng Du Restaurant,90064,(310) 477-4917,-1,$$,221,11538 W Pico Blvd
It’s Pho,90028,(323) 380-7998,-1,$$,455,1821 N Cahuenga Blvd
Clutch,90291,(310) 396-8749,-1,$$,225,427 Lincoln Blvd
Butcher’s Dog,90064,(310) 444-2929,-1,$$,181,11301 W Olympic Blvd
Vegan House,90026,(213) 483-2105,-1,$,311,2703 W Sunset Blvd
Cocina Condesa,91604,(818) 579-4264,-1,$$,827,11616 Ventura Blvd
Mae Ploy Restaurant,90026,(213) 353-9635,-1,$,377,2606 W Sunset Blvd
Sakura Japanese Restaurant,90066,(310) 822-7790,-1,$$,736,4545 S Centinela Ave
El Metapaneco Restaurant,90019,(323) 934-4533,-1,$,25,4483 W Pico Blvd
Pink’s Hot Dogs,90038,(323) 931-4223,-1,$,6324,709 N La Brea Ave
Los Cocos Panaderia y Pupuseria,90066,(310) 636-1043,-1,$,83,4804 1/2 S Centinela Ave
Panaderia El Salvador,90004,(323) 284-8368,-1,$,19,4015 Beverly Blvd
It’s Pho,90028,(323) 380-7998,-1,$$,455,1821 N Cahuenga Blvd
Brack Shop Tavern,90014,(213) 232-8657,-1,$$,20,525 West 7th St
Mae Ploy Restaurant,90026,(213) 353-9635,-1,$,377,2606 W Sunset Blvd
Rincon Hondureno,90007,(323) 734-9530,-1,$$,31,1654 W Adams Blvd
Sushi Zo,90034,(424) 201-5576,-1,$$$$,686,9824 National Blvd
Sepan Banquet Hall,90039,(818) 660-6465,-1,$$,25,3404 Glendale Blvd
Mitsuru Sushi & Grill,90012,(213) 626-4046,-1,$,105,316 E 1st St
Oaxacan Quesadilla Cart,90026,,-1,$,120,1246 Echo Park Ave
The Larchmont,90038,(323) 464-4277,-1,$$$,218,5750 Melrose Ave
Mitsuru Sushi & Grill,90012,(213) 626-4046,-1,$,105,316 E 1st St
Market Place Restaurant,90021,(213) 622-7285,-1,$,84,1102 Lawrence St
Hop Woo,90012,(213) 617-3038,-1,$$,334,845 N Broadway
Mexikosher,90035,(310) 271-0900,-1,$$,268,8832 W Pico Blvd
Colburn Cafe,90012,(213) 621-4515,-1,$,49,200 S Grand Ave
Hyde Sunset Kitchen + Cocktails,90046,(323) 940-1650,-1,$$$,197,8117 Sunset Blvd
Ekkamai Thai Restaurant,90066,(310) 827-2777,-1,$$,682,13223 W Washington Blvd
Teddy’s Cafe,90064,(310) 444-9996,-1,$,201,12043 W Pico Blvd
Teddy’s Cafe,90064,(310) 444-9996,-1,$,201,12043 W Pico Blvd
Flavors of Thai,90015,(213) 263-2535,-1,$,237,1275 S Union Ave
Samosa House Silverlake,90026,(323) 913-0015,-1,$$,229,3200 W Sunset Blvd
1739 Public House,90027,(323) 663-1739,-1,$$,926,1739 N Vermont Ave
Los Molcajetes,90005,(213) 383-4782,-1,$,92,695 S Hoover St
Eggslut,90013,(213) 625-0292,-1,$,3928,317 S Broadway
Novel Cafe - Westwood,90024,(310) 208-6410,-1,$$,520,1101 Gayley Ave
Antonio’s Restaurant,90046,(323) 658-9060,-1,$$,213,7470 Melrose Ave
Elysian,90039,(323) 522-6625,-1,$$,52,2806 Clearwater St
Cancun Ole,90022,(323) 492-9286,-1,$$,62,5219 E Beverly Blvd
Ulysses Voyage,90036,(323) 939-9728,-1,$$,377,6333 W 3rd St
Eggslut,90013,(213) 625-0292,-1,$,3928,317 S Broadway
Elysian,90039,(323) 522-6625,-1,$$,52,2806 Clearwater St
Casey’s Irish Pub,90017,(213) 629-2353,-1,$$,657,613 S Grand Ave
Malibu Fish Grill,90036,(323) 692-0000,-1,$$,165,6803 Melrose Ave
Mike’s Deli,90056,(323) 298-5960,-1,$,429,4859 W Slauson Ave
Livonia Glatt Market,90035,(310) 271-4343,-1,$,22,8922 W Pico Blvd
Sib Song Thai Restaurant,90026,(213) 413-6316,-1,$$,141,2202 W Sunset Blvd
Rivalry Sports Bar & Grill,90048,(323) 413-2957,-1,$$,212,6311 Wilshire Blvd
LocoL,90002,,-1,$,288,1950 E 103rd St
Sib Song Thai Restaurant,90026,(213) 413-6316,-1,$$,141,2202 W Sunset Blvd
The Boiling Crab,90010,(213) 389-2722,-1,$$,1898,3377 Wilshire Blvd
The Hamwich Shack,90059,(323) 533-8712,-1,$,53,1330 East Imperial Hwy
Dino’s Chicken and Burgers,90006,(213) 380-3554,-1,$,1599,2575 W Pico Blvd
Eagle Rock Green Dragon,90041,(323) 255-8889,-1,$$,307,1735 Colorado Blvd
Jack in the Box,90007,(213) 745-5530,-1,$,22,2921 S Figueroa St
Daphne’s Desserts,91401,(818) 906-4991,-1,$,78,13646 Burbank Blvd
Rivalry Sports Bar & Grill,90048,(323) 413-2957,-1,$$,212,6311 Wilshire Blvd
Headlines Diner & Press Club,90024,(310) 208-2424,-1,$,215,10922 Kinross Ave
Bibigo,90067,(310) 557-0011,-1,$,184,10252 Santa Monica Blvd
Daphne’s Desserts,91401,(818) 906-4991,-1,$,78,13646 Burbank Blvd
Rivalry Sports Bar & Grill,90048,(323) 413-2957,-1,$$,212,6311 Wilshire Blvd
Headlines Diner & Press Club,90024,(310) 208-2424,-1,$,215,10922 Kinross Ave
Bibigo,90067,(310) 557-0011,-1,$,184,10252 Santa Monica Blvd
Meshuga 4 Sushi,90036,(323) 964-9985,-1,$$,68,526 N La Brea Ave
Plato,90005,(213) 383-1984,-1,$$,153,3474 W 8th St
Mok Maru Jong Sul Jip,90004,(323) 465-6803,-1,$$,82,222 N Western Ave
El Pollo Loco,90066,(310) 301-0326,-1,$,91,12860 W Washington Blvd
Master Chef Restaurant,90012,(213) 687-3638,-1,$$,446,937 N Hill St
Jon & Vinny’s,90036,(323) 334-3369,-1,$$,559,412 N Fairfax Ave
HoHo Chicken,90057,(213) 384-9595,-1,$,87,2625 W. 6TH ST
Jon & Vinny’s,90036,(323) 334-3369,-1,$$,559,412 N Fairfax Ave
Oh Manna Fish Market,90001,(323) 581-2145,-1,$,27,803 E Manchester Ave
Los Molcajetes,90026,(213) 386-4058,-1,$,94,2748 W Temple St
Mi Mama Restaurant,90007,(213) 435-8652,-1,,11,2202 S Hoover St
The Buffalo Spot,90043,(323) 299-9885,-1,$$,48,3286 W Slauson Ave
Conchitas Restaurant,90006,(213) 384-4177,-1,$,81,2580 W Pico Blvd
Monarca Pasta & Grill,90007,(323) 731-8149,-1,$,78,2703 S Vermont Ave
Cafe Brasil,90034,(310) 837-8957,-1,$$,562,10831 Venice Blvd
Lemonade,90012,(213) 628-0200,-1,$$,173,250 S Grand Ave
Sizzler,90005,(213) 387-1647,-1,$$,136,400 S Vermont Ave
Boran Thai Restaurant,90027,(323) 469-8883,-1,$,137,5401 Hollywood Blvd
Olio The Crepe Kitchen,90036,(323) 933-3403,-1,$,100,5223 Wilshire Blvd
Mori Sushi,90064,(310) 479-3939,-1,$$$$,279,11500 W Pico Blvd
Grand Café,90012,(213) 356-4155,-1,$$,223,251 S Olive St
Big Mama’s & Papa’s Pizzeria,90029,(323) 644-0003,-1,$$,76,814 N Vermont Ave
Sushi Gen,90012,(213) 617-0552,-1,$$$,3101,422 E 2nd St
Cafe Birdie,90042,(323) 739-6928,-1,$$,42,5631 N Figueroa St
Ramayani,90024,(310) 477-3315,-1,$$,405,1777 Westwood Blvd
LifeFood Organic,90028,(323) 466-0927,-1,$$,247,1507 Cahuenga Blvd
Church & State,90021,(213) 405-1434,-1,$$$,1536,1850 Industrial St
LifeFood Organic,90028,(323) 466-0927,-1,$$,247,1507 Cahuenga Blvd
Ray’s and Stark Bar,90036,(323) 857-6180,-1,$$,643,5905 Wilshire Blvd
Los Molcajetes,90057,(213) 388-8994,-1,$,96,1800 W 8th St
Izakaya Fu-ga,90012,(213) 625-1722,-1,$$,687,111 S San Pedro St
Jersey Mike’s Subs,90048,(323) 413-2009,-1,$,48,6361 Wilshire Blvd.
Joan’s on Third,90048,(323) 655-2285,-1,$$,1825,8350 W 3rd St
The Counter Miracle Mile,90036,(323) 932-8900,-1,$$,684,5779 Wilshire Blvd
Mendocino Farms,90071,(213) 430-9040,-1,$$,561,735 S Figueroa St
Prado Restaurant,90004,(323) 467-3871,-1,$$,431,244 N Larchmont Blvd
Merkato Ethiopian Restaurant & Market,90019,(323) 935-1775,-1,$$,572,1036 S Fairfax Ave
Pattern Bar,90015,(213) 627-7774,-1,$$,284,100 W 9th St
Five Guys Burgers and Fries,90036,(323) 939-2360,-1,$,219,5550 Wilshire Blvd
Monte Alban Restaurant,90025,(310) 444-7736,-1,$$,471,11929 Santa Monica Blvd
Echigo,90025,(310) 820-9787,-1,$$$,435,12217 Santa Monica Blvd
Prado Restaurant,90004,(323) 467-3871,-1,$$,431,244 N Larchmont Blvd
Hot Dog on a Stick,90064,(310) 470-1421,-1,$,30,10800 W Pico Blvd
Shunji Japanese Cuisine,90064,(310) 826-4737,-1,$$$$,232,12244 W Pico Blvd
Velvet Margarita,90028,(323) 469-2000,-1,$$,936,1612 N Cahuenga Blvd
All’Acqua,90039,(323) 663-3280,-1,$$,363,3280 Glendale Blvd
Corner Bakery Cafe,90048,(310) 358-9146,-1,$$,203,100 N La Cienega Blvd
Pizza Studio,90007,(213) 763-6124,-1,$,415,3584 S Figueroa St
Velvet Margarita,90028,(323) 469-2000,-1,$$,936,1612 N Cahuenga Blvd
Tamayo Restaurant,90022,(323) 260-4700,-1,$$,178,5300 E Olympic Blvd
All’Acqua,90039,(323) 663-3280,-1,$$,363,3280 Glendale Blvd
Wallflower,90291,(424) 744-8136,-1,$$$,69,609 Rose Ave
Rock N Fish,90015,(213) 748-4020,-1,$$,749,800 W Olympic Blvd
Denny’s,90028,(323) 464-8435,-1,$,146,5751 Sunset Blvd
El Cartel,90036,(323) 931-1281,-1,$,160,5515 Wilshire Blvd
Secret Restaurant and Hookah Lounge,90028,(323) 463-5156,-1,$$,199,6541 Hollywood Blvd
El Cartel,90036,(323) 931-1281,-1,$,160,5515 Wilshire Blvd
Arts District Brewing Company,90013,(213) 519-5887,-1,$$,398,828 Traction Avenue
Wallflower,90291,(424) 744-8136,-1,$$$,69,609 Rose Ave
Everytable,90007,(213) 973-5095,-1,$,83,1101 W 23rd St
Shabu Hyang,90010,(213) 384-5464,-1,$$,236,3807 Wilshire Blvd
Qin West Chinese Cuisine,90024,(310) 478-8829,-1,$,113,1767 Westwood Blvd
El Sonsonateco,90018,(323) 730-1241,-1,$,10,2171 W Washington Blvd
Thai Patio,90027,(323) 466-3894,-1,$,1126,5273 Hollywood Blvd
Lemonade,90045,(424) 744-5978,-1,$$,495,500 World Way
New York Famous Deli,90041,(323) 255-3354,-1,$$,315,2108 Colorado Blvd
Taco Plus,90025,(310) 207-0793,-1,$,306,1525 S Bundy Dr
Indus by Saffron,90017,(213) 688-1400,-1,$,144,735 S Figueroa St
Cafe Gratitude,90013,(213) 929-5580,-1,$$,402,300 S Santa Fe Ave
Everytable,90007,(213) 973-5095,-1,$,83,1101 W 23rd St
The Holloway,90026,(213) 221-7615,-1,$$,116,1320 Echo Park Ave
Tom’s Jr 3,90037,(213) 741-0997,-1,$,13,500-700 W Martin Luther King Jr Blvd
BAD Sushi,90025,(310) 479-4910,-1,$$,407,11617 Santa Monica Blvd
Market Restaurant,90014,(213) 488-9119,-1,$$,110,862 S Los Angeles St
Ohana Burger,90025,(424) 832-3018,-1,$$,670,2030 Sawtelle Blvd
Modern Eats,90039,(323) 665-1008,-1,$$,348,2590 Glendale Blvd
Natraliart Market & Restaurant,90018,(323) 737-9277,-1,$$,82,3426 W Washington Blvd
The Backhouse,90020,(213) 739-9205,-1,$$,219,3500 W 6th St
Cha Cha Chili,90032,(323) 222-8900,-1,$,918,4625 Valley Blvd
DeSano Pizza Bakery,90029,(323) 913-7000,-1,$$,569,4959 Santa Monica Blvd
Simply Wholesome,90043,(323) 294-2144,-1,$$,404,4508 W Slauson Ave
El Chato Taco Truck,90019,,-1,$,1053,5300 W Olympic Blvd
Cabana Restaurant,90048,(310) 273-2222,-1,$$$$,8,300 S Doheny Dr
Spear Steak & Seafood House,90017,(213) 688-3000,-1,$$,557,800 W 6th St
Esterel Restaurant,90048,(424) 284-8314,-1,$$$,127,8555 Beverly Blvd
Triple 8 China Bar & Grill,90015,(213) 747-3700,-1,$$,278,800 W Olympic Blvd
Private Party Restaurant,91754,(626) 872-0599,-1,$$,188,111 N Atlantic Blvd
Northern Cafe,90024,(310) 208-8830,-1,$,129,1064 Gayley Ave
Chibiscus Asian Cafe,90046,(323) 451-9896,-1,$$,788,7361 W Sunset Blvd
Kaya Street Kitchen,90036,(323) 879-9288,-1,$,529,109 N Fairfax Ave
Komodo,90035,(310) 246-5153,-1,$$,1258,8809 W Pico Blvd
Genwa Korean BBQ,90036,(323) 549-0760,-1,$$,2251,5115 Wilshire Blvd
Bao Dim Sum House,90048,(323) 655-6556,-1,$$,1719,8256 Beverly Blvd
The Bun Shop,90004,(323) 468-1031,-1,$,844,151 N Western Ave
Daikokuya,90012,(213) 626-1680,-1,$$,6802,327 E 1st St
Hoy-Ka Thai Noodles,90028,(323) 688-3558,-1,$,804,5908 Sunset Blvd
Yuko Kitchen,90036,(323) 933-4020,-1,$$,1063,5484 Wilshire Blvd
Pine & Crane,90026,(323) 668-1128,-1,$$,1112,1521 Griffith Park Blvd
Feast From The East,90025,(310) 475-0400,-1,$$,391,1949 Westwood Blvd
Chibiscus Asian Cafe,90046,(323) 451-9896,-1,$$,788,7361 W Sunset Blvd
Hot Pot Hot Pot,91754,(626) 282-1089,-1,$$,831,120 S Atlantic Blvd
Hokkaido Ramen Santouka,90066,(310) 391-1101,-1,$,1991,3760 S Centinela Ave
Simpang Asia,90034,(310) 815-9075,-1,$,974,10433 National Blvd
Sanamluang Cafe,90027,(323) 660-8006,-1,$,1111,5176 Hollywood Blvd
Myung Dong Kyoja,90010,(213) 385-7789,-1,$,930,3630 Wilshire Blvd
Palm’s Thai Restaurant,90028,(323) 462-5073,-1,$$,2093,5900 Hollywood Blvd
Sticky Rice,90013,(213) 621-2865,-1,$$,525,317 S Broadway
Pa Ord Noodle,90027,(323) 461-3945,-1,$,1057,5301 Sunset Blvd
Eko Eats,90017,(213) 622-1616,-1,$$,118,630 W 6th St
Chego!,90012,(323) 380-8680,-1,$,1275,727 N Broadway
Asian Box,90071,(213) 265-7955,-1,$,84,445 S Figueroa St
Gushi,90024,(310) 208-4038,-1,$,864,978 Gayley Ave
M CON,90048,(323) 592-3315,-1,$$,154,8459 Beverly Blvd
Ayara Thai Cuisine,90045,(310) 410-8848,-1,$$,1512,6245 W 87th St
Little Sister,90017,(213) 628-3146,-1,$$,480,523 W 7th St
California Gogi Grill,90007,(213) 744-1910,-1,$,268,3742 S Figueroa St
The Hungry Pig,90026,(213) 387-7787,-1,$$,419,2920 W Temple St
Wat Dong Moon Lek Noodle,90029,(323) 666-5993,-1,$$,757,4356 Fountain Ave
Kobawoo House,90005,(213) 389-7300,-1,$$,866,698 S Vermont Ave
Ruen Pair,90027,(323) 466-0153,-1,$,1226,5257 Hollywood Blvd
ROC Sawtelle,90025,(310) 235-2089,-1,$$,1346,2049 Sawtelle Blvd
Baroo,90038,(323) 819-4344,-1,$$,171,5706 Santa Monica Blvd
Koshi,91602,(818) 505-8290,-1,$$,162,10140 Riverside Dr
Kang Ho Dong Baekjeong,90020,(213) 384-9678,-1,$$,2748,3465 W 6th St
Oi Asian Fusion,90027,(213) 458-1945,-1,$,110,4734 Hollywood Blvd
Ham Ji Park,90020,(213) 365-8773,-1,$$,1138,3407 W 6th St
Yakipan,90028,(323) 463-3003,-1,$,53,6323 Hollywood Blvd
Pho Cafe,90026,(213) 413-0888,-1,$,1193,2841 W Sunset Blvd
Han Bat Sul Lung Tang,90020,(213) 383-9499,-1,$,1358,4163 W 5th St
Au Lac,90012,(213) 617-2533,-1,$$,367,710 W 1st St
Eight Korean BBQ,90005,(213) 365-1750,-1,$$,1216,863 S Western Ave
Tatsu Ramen,90046,(323) 747-1388,-1,$$,1527,7111 Melrose Ave
Beverly Soon Tofu Restaurant,90006,(213) 380-1113,-1,$$,1070,2717 W Olympic Blvd
Olympic Cheonggukjang,90006,(213) 480-1107,-1,$$,125,2528 W Olympic Blvd
Mama Hong’s Vietnamese Kitchen,90025,(310) 312-7881,-1,$$,419,11819 Wilshire Blvd
The Black Sheep,90013,(213) 689-5022,-1,$$,891,126 E 6th St
Blossom Vietnamese Restaurant,90029,(323) 953-8345,-1,$$,364,4019 W Sunset Blvd
Sunset Thai Cuisine,90046,(323) 883-1805,-1,$$,231,7513 Sunset Blvd
Ramayani,90024,(310) 477-3315,-1,$$,405,1777 Westwood Blvd
Kim’s Restaurant,90008,(323) 294-6677,-1,$,71,3860 S Crenshaw Blvd
Silverlake Ramen,90026,(323) 660-8100,-1,$$,1836,2927 W Sunset Blvd
Dave’s Gourmet Korean Food,90038,(310) 429-4347,-1,$,166,1277 N Wilton Pl
Hiatus Urban Barbeque,90019,(323) 879-9700,-1,$,352,1292 S La Brea Ave
RiceBar,90014,(213) 807-5341,-1,$,224,419 W 7th St
Yai Restaurant,90028,(323) 462-0292,-1,$,428,5757 Hollywood Blvd
Arashi Sushi,90015,(213) 749-1900,-1,$$,576,1111 S Hope St
Bhan Kanom Thai,90027,(323) 871-8030,-1,$,476,5271 Hollywood Blvd
Seongbukdong,90020,(213) 738-8977,-1,$$,901,3303 W 6th St
Asian Fusion,90035,(424) 298-8247,-1,$$,171,1710 S Robertson Blvd
Biergarten,90004,(323) 466-4860,-1,$$,637,206 N Western Ave
Toe Bang Cafe,90020,(213) 394-2469,-1,$$,632,"3465 W 6th St, Ste 110"
Blossom Restaurant,90013,(213) 623-1973,-1,$$,995,426 S Main St
JiST Cafe,90012,(213) 792-2116,-1,$$,720,116 Judge John Aiso St
Ebaes,90007,(213) 747-6888,-1,$$,339,2314 S Union Ave
Yang Chow,90012,(213) 625-0811,-1,$$,1554,819 N Broadway
Western Doma Noodles,90004,(323) 871-1955,-1,$,451,429 N Western Ave
Shojin Downtown,90013,(213) 617-0305,-1,$$,1317,333 S Alameda St
Robata JINYA,90048,(323) 653-8877,-1,$$,805,8050 West 3rd St
Kinjiro,90012,(213) 229-8200,-1,$$$,211,424 E 2nd St
Feng Mao Lamb Kebab,90019,(323) 746-9644,-1,$$,283,3901 W Olympic Blvd
Button Mash,90026,(213) 250-9903,-1,$$,278,1391 Sunset Blvd
