ID,shop name,postal code,phone number,street address,yelp star,yelp price,yelp number of reviews,advisor star,advisor price,advisor number of reviews
322,wood ranch bbq & grill,90036,3239376800,189 the grove dr,$$,742,4,$$ - $$$,211
323,pann's restaurant,90045,3237763770,6710 la tijera blvd,$$,835,4,$$ - $$$,138
324,plan check kitchen + bar,90025,3104441411,1800 sawtelle blvd,$$,2142,4.5,$$ - $$$,108
325,daily grill,90045,3106650149,5410 w. century blvd.,$$,239,4,$$ - $$$,281
326,marmalade cafe - la,90036,3239540088,"6333 w 3rd st, ste e17",$$,1423,4,$$ - $$$,174
327,superba food + bread,90291,3109075075,1900 s lincoln blvd,$$,513,4.5,$$ - $$$,78
328,industriel,90017,2134888020,609 s grand ave,$$,923,4.5,$$ - $$$,117
329,wolfgang puck at hotel bel-air,90077,3104721211,701 stone canyon rd,$$$$,200,4,$$$$,191
330,odys and penelope,90036,3234331057,127 s la brea,$$$,306,4.5,$$ - $$$,60
331,cafe at the getty center,90049,,1200 getty center dr,$$,23,4,$$ - $$$,102
332,factor's famous deli,90035,3102789175,9420 w pico blvd,$$,387,4,$$ - $$$,153
333,stout,90028,3234693801,1544 n cahuenga blvd,$$,1557,4.5,$$ - $$$,86
334,tiago coffee bar & kitchen,90028,3234665600,7080 hollywood blvd,$$,395,4.5,$$ - $$$,95
335,swingers diner,90048,3236535858,8020 beverly blvd,$$,927,4,$$ - $$$,201
336,wolfgang puck bistro,91608,8189859653,1000 universal city plz,$$,247,4,$$ - $$$,156
337,umami burger - hollywood,90028,3234693100,1520 n cahuenga blvd,$$,1528,4,$$ - $$$,352
338,wolfgang puck bar & grill,90015,2137489700,800 w olympic blvd,$$,585,4,$$ - $$$,267
339,faith & flower,90015,2132390642,705 w 9th st,$$$,1341,4,$$$$,118
340,101 coffee shop,90028,3234671175,6145 franklin ave,$$,942,4,$$ - $$$,247
341,home restaurant - los feliz,90027,3236690211,1760 hillhurst ave,$$,1905,4,$$ - $$$,119
342,milk,90036,3239396455,7290 beverly blvd,$$,5248,4.5,$,124
343,fleming's prime steakhouse & wine bar,90015,2137459911,800 w olympic blvd,$$$,1183,4,$$$$,216
344,little beast restaurant,90041,3233415899,1496 colorado blvd,$$,732,4.5,$$ - $$$,59
345,son of a gun,90048,3237829033,8370 w 3rd st,$$$,1394,4.5,$$ - $$$,148
346,café pinot,90071,2132396500,700 w 5th st,$$$,455,4.5,$$$$,160
347,stella barra pizzeria,90028,3233014001,6372 w sunset blvd,$$,804,4.5,$$ - $$$,45
348,vibrato grill jazz,90077,3104749400,2930 n beverly glen cir,$$$,419,4.5,$$$$,95
349,little jewel of new orleans,90012,2136200461,207 ord st,$$,965,4.5,$$ - $$$,52
350,blue cow kitchen & bar,90071,2136212249,350 s grand ave,$$,940,4,$$ - $$$,107
351,sqirl,90029,3232848147,720 n virgil ave,$$,1090,4.5,$$ - $$$,59
352,tavern,90049,3108066464,11648 san vicente blvd,$$$,987,4,$$$$,153
353,the larder at tavern,90049,3108066464,11648 san vicente blvd,$$,118,4,$$$$,153
354,bludso's bar & que,90036,3239312583,609 n la brea ave,$$,1104,4.5,$$ - $$$,58
355,the oinkster,90041,3232556465,2005 colorado blvd,$$,3170,4,$$ - $$$,142
356,jacks n joe,90007,2137484565,2498 s figueroa st,$$,1459,4.5,$$ - $$$,70
357,fat sal's,90028,8556824373,1300 n highland ave,$$,1163,4.5,$,44
358,figueroa philly,90037,2137489073,3850 s figueroa st,$,724,4.5,$,63
359,fiddler's bistro,90036,3239318167,6009 w 3rd st,$$,290,4.5,$$ - $$$,68
360,district,90017,2136123185,711 s hope st,$$,116,4.5,$$ - $$$,31
361,plan check kitchen + bar,90036,3235910094,351 n fairfax ave,$$,733,4.5,$$ - $$$,43
362,little dom's,90027,3236610055,2128 hillhurst ave,$$,1261,4,$$ - $$$,111
363,cheebo,90046,3238507070,7533 w sunset blvd,$$,522,4,$$ - $$$,110
364,the sycamore kitchen,90036,,143 s la brea ave,$$,674,4.5,$$ - $$$,64
365,suncafe organic,91604,8183087420,10820 ventura blvd,$$,1421,4.5,$$ - $$$,57
366,the coffee co,90045,3106457315,8751 la tijera blvd,$$,773,4.5,$$ - $$$,61
367,beachwood cafe,90068,3238711717,2695 n beachwood dr,$$,300,4.5,$$ - $$$,71
368,a-frame,90066,3103987700,12565 washington blvd,$$,1611,4,$$ - $$$,74
369,napa valley grille,90024,3108243322,1100 glendon ave,$$,685,4,$$ - $$$,190
370,the trails,90027,3238712102,2333 fern dell dr,$,481,4.5,$,51
371,"the restaurant at the standard, downtown la",90071,2138928080,550 s flower st,$$,295,4,$$ - $$$,145
372,gulfstream,90067,3105533636,10250 santa monica blvd,$$$,602,4.5,$$ - $$$,114
373,the waffle,90028,3234656901,6255 w sunset blvd,$$,1279,4,$$ - $$$,107
374,the tasting kitchen,90291,3103926644,1633 abbot kinney blvd,$$$,1260,4,$$$$,168
375,the morrison,90039,3236671839,3179 los feliz blvd,$$,2621,4.5,$$ - $$$,48
376,messhall,90027,3236606377,4500 los feliz blvd,$$,934,4,$$ - $$$,86
377,tlt food,90024,3104434433,1116 westwood blvd,$$,871,4.5,$$ - $$$,46
378,kings road cafe,90048,3236559044,8361 beverly blvd,$$,712,4,$$ - $$$,111
379,bob's coffee & donuts,90036,3239338929,6333 w 3rd st,$,354,4.5,$,91
380,the larder at burton way,90048,3102788060,8500 burton way,$$,191,4.5,$$ - $$$,44
381,emc seafood & raw bar,90020,2133519988,3500 w 6th st,$$,2491,4.5,$$ - $$$,47
382,the village idiot,90046,3236553331,7383 melrose ave,$$,1061,4,$$ - $$$,91
383,nick + stef's steakhouse,90071,2136800330,330 s hope st,$$$,133,4,$$$$,125
384,clifton's,90014,2136271673,648 s broadway,$$,1063,3.5,$$ - $$$,153
385,tommy's original world famous hamburgers,90057,2133899060,2575 beverly blvd,$,943,4.5,$,142
386,solar de cahuenga,90028,3234677510,1847 n cahuenga blvd,$$,580,4.5,$$ - $$$,71
387,playa provisions,90293,3106835019,119 culver blvd,$$,612,4,$$ - $$$,80
388,c+m coffee and milk at lacma,90036,3238574761,5905 wilshire blvd,$$,150,4,$$ - $$$,78
389,lacma cafe,90036,3238576197,5905 wilshire blvd,$$,84,4,$$ - $$$,78
390,jar,90048,3236556566,8225 beverly blvd,$$$,976,4,$$$$,120
391,33 taps,90028,3239621400,6263 hollywood blvd,$$,451,4,$$ - $$$,92
392,the tam o'shanter,90039,3236640228,2980 los feliz blvd,$$$,908,4,$$ - $$$,191
393,mendocino farms,90071,2136201114,300 s grand ave,$$,523,4.5,$$ - $$$,64
394,beer belly,90020,2133872337,532 s western ave,$$,1920,4,$$ - $$$,82
395,nick's cafe,90012,3232221450,1300 n spring st,$$,781,4.5,$,44
396,ledlow,90013,2136877015,400 s main st,$$,338,4.5,$$ - $$$,34
397,la prime,90071,2136124743,404 s figueroa st,$$$$,585,4,$$$$,182
398,mauro's cafe,90046,3236532874,8112 melrose ave,$$,133,4.5,$$ - $$$,31
399,bunker hill bar & grill,90017,2136882988,601 w 5th st,$$,594,4,$$ - $$$,76
400,house of pies,90027,3236669961,1869 n vermont ave,$$,1190,4,$,84
401,spear steak & seafood house,90017,2136883000,800 w 6th st,$$,557,4,$$ - $$$,61
402,the counter miracle mile,90036,3239328900,5779 wilshire blvd,$$,684,4,$$ - $$$,56
403,umami burger - broadway,90015,2134138626,852 s broadway,$$,999,4,$$ - $$$,72
404,fat sal's deli,90024,8556824373,972 gayley ave,$,903,4.5,$,43
405,evo kitchen,90046,3233753390,7950 sunset blvd,$$,410,4.5,$$ - $$$,37
406,girasol,91602,8189242323,11334 moorpark st,$$$,468,4,$$$$,54
407,midici the neapolitan pizza company,91403,8187882178,14612 ventura blvd,$$,1157,4.5,$$ - $$$,32
408,father's office,90034,3107362224,3229 helms ave,$$,5630,4,$$ - $$$,133
409,the kitchen,90029,3236643663,4348 fountain ave,$$,1154,4.5,$$ - $$$,67
410,ford's filling station,90015,2137658600,900 west olympic blvd,$$,173,4,$$ - $$$,143
411,cafe 50's,90025,3104791955,11623 santa monica blvd,$$,738,4.5,$,59
412,gus's world famous fried chicken,90019,3234020232,1262 crenshaw blvd,$$,446,4.5,$$ - $$$,20
413,bld,90036,3239309744,7450 beverly blvd,$$,2254,4,$$ - $$$,126
414,artisan house,90014,2136226333,600 s main st,$$,821,4.5,$$ - $$$,57
415,john o'groats,90064,3102040692,10516 w pico blvd,$$,465,4,$$ - $$$,67
416,the golden state,90036,3237828331,426 n fairfax ave,$$,1304,4.5,$$ - $$$,42
417,delancey,90028,3234692100,5936 w sunset blvd,$$,419,4.5,$$ - $$$,46
418,the larchmont,90038,3234644277,5750 melrose ave,$$$,218,4.5,$$$$,62
419,palomino,90024,3102081960,10877 wilshire blvd,$$,1139,4,$$ - $$$,117
420,sage organic vegan bistro,90026,2139891718,1700 sunset blvd,$$,1300,4.5,$$ - $$$,73
421,aroma bar and grill,90046,3238508120,7373 w sunset blvd,$$,408,3.5,$$ - $$$,92
422,fred 62,90027,3236670062,1850 n vermont ave,$$,1995,4,$$ - $$$,120
423,public school 213,90017,2136224500,612 flower st,$$,364,4,$$ - $$$,42
424,in-n-out burger,90068,8007861000,3640 cahuenga blvd,$,197,4,$,43
425,sweetie pie's noho,91601,8187611325,5230 lankershim blvd,$$,548,4,$$ - $$$,48
426,pagliacci's trattoria taverna,91604,8185064111,4366 coldwater canyon ave,$$,191,4.5,$$ - $$$,23
427,larchmont bungalow,90004,3234611528,107 n larchmont blvd,$$,2250,4.5,$$ - $$$,53
428,wood & vine,90028,3233343360,6280 hollywood blvd,$$,920,4,$$ - $$$,101
429,blue palms brewhouse,90028,3234642337,6124 hollywood blvd,$$,712,4.5,$$ - $$$,38
430,la café,90014,2136123000,639 s spring st,$$,1309,4,$,41
431,cerveteca,90291,3103108937,523 rose ave,$$,552,4.5,$$ - $$$,37
432,birds rotisserie chicken cafe & bar,90028,3234650175,5925 franklin ave,$$,792,4,$$ - $$$,38
433,wayback burgers,90027,3239609066,5445 hollywood blvd,$,145,4.5,$,19
434,taylor's steakhouse,90005,2133828449,3361 w 8th st,$$$,768,4,$$$$,73
435,lawry's carvery,90015,2132222212,1011 s figueroa st,$$,448,4,$$ - $$$,95
436,hollywood burger,90028,3233785668,6250 hollywood blvd,$,176,4,$,17
437,nick's coffee shop & deli,90035,3106523567,8536 w pico blvd,$,633,4.5,$,36
438,fratelli cafe,90046,3239382233,7200 melrose ave,$$,427,4.5,$$ - $$$,32
439,clementine,90024,3105521080,1751 ensley ave,$$,871,4,$$ - $$$,63
440,orleans and york deli,90043,3232918800,4454 w slauson ave,$$,514,4.5,$$ - $$$,31
441,spring street smoke house,90012,2136260535,640 n spring st,$$,737,4.5,$$ - $$$,55
442,tom's urban,90015,2137468667,1011 s figueroa st,$$,1284,3.5,$$ - $$$,157
443,millie's cafe,90026,3236640404,3524 w sunset blvd,$$,590,4,$$ - $$$,49
444,westside tavern,90064,3104701539,10850 w pico blvd,$$,1242,4,$$ - $$$,105
445,republic of pie,91601,8183087990,11118 magnolia blvd,$$,1319,4,$$ - $$$,42
446,pace,90046,3236548583,2100 laurel canyon blvd,$$$,665,4,$$ - $$$,88
447,nook bistro,90025,3102075160,11628 santa monica blvd,$$,955,4,$$ - $$$,46
448,denny's,90028,3234648435,5751 sunset blvd,$,146,4,$$ - $$$,82
449,corner bakery cafe,90024,3108241314,1019 westwood blvd,$,306,4,$,33
450,native foods cafe,90024,3102091055,1114 gayley ave,$$,1113,4.5,$$ - $$$,52
451,square one dining,90029,3236611109,4854 fountain ave,$$,1366,4,$$ - $$$,64
452,doughboys cafe & bakery,90048,3238521020,8136 w 3rd st,$$,1288,4.5,$$ - $$$,58
453,preux & proper,90014,2138960090,840 s spring st,$$,554,4.5,$$ - $$$,20
454,morton's the steakhouse,90017,2135534566,735 s figueroa st,$$$,524,4,$$$$,56
455,cuvee,90048,3102714333,145 s robertson blvd,$$,276,4,$$ - $$$,32
456,the churchill,90048,3236558384,8384 w 3rd st,$$,754,4,$$ - $$$,71
457,lenny's deli,90064,3104755771,2379 westwood blvd,$$,714,4,$$ - $$$,96
458,snow white cafe,90028,3234654444,6769 hollywood blvd,$,116,4,$,54
459,grub,90038,3234613663,911 seward st,$$,1598,4,$$ - $$$,93
460,humble potato,90045,3239892242,8321 lincoln blvd,$$,691,4.5,$$ - $$$,25
461,burger lounge,90004,3234622310,217 north larchmont blvd,$$,210,4.5,$,14
462,the park's finest,90026,2134812800,1267 w temple st,$$,1259,4,$$ - $$$,35
463,the dresden restaurant,90027,3236654294,1760 n vermont ave,$$,687,4,$$ - $$$,73
464,city tavern,90017,2132395654,735 s figueroa st,$$,238,4,$$ - $$$,30
465,barbrix,90027,3236622442,2442 hyperion ave,$$,912,4.5,$$ - $$$,41
466,post & beam,90008,3232995599,3767 santa rosalia dr,$$,578,4.5,$$ - $$$,35
467,goldie's los angeles,90048,3236772470,8422 w 3rd st,$$,361,4.5,$$ - $$$,21
468,pico kosher deli,90035,3102739381,8826 w pico blvd,$$,151,4.5,$$ - $$$,30
469,marix tex mex cafe,90069,3236568800,1108 flores st,$$,411,4,$$ - $$$,70
470,four cafe,90041,3235501988,2122 colorado blvd,$$,619,4.5,$$ - $$$,17
471,auntie em's kitchen,90041,3232550800,4616 eagle rock blvd,$$,1289,4,$$ - $$$,72
472,fundamental la,90024,3104447581,1303 westwood blvd,$$,790,4.5,$$ - $$$,31
473,food,90064,3104417770,10571 pico blvd,$$,696,4.5,$,27
474,cindy's eagle rock,90041,3232577375,1500 colorado blvd,$$,309,4.5,$,18
475,franklin & company tavern,90028,3234631552,5923 franklin ave,$$,362,4,$$ - $$$,26
476,louise's trattoria,90004,3239629510,232 n larchmont blvd,$$,186,4,$$ - $$$,26
477,mary & robb's westwood cafe,90024,3104783822,1453 westwood blvd,$$,223,4.5,$$ - $$$,30
478,tender greens,90014,2138731890,"523 w 6th st, ste 505",$$,176,4.5,,12
479,simply wholesome,90043,3232942144,4508 w slauson ave,$$,404,4,$$ - $$$,21
480,ostrich farm,90026,2135370657,1525 w sunset blvd,$$,179,4.5,$$ - $$$,11
481,poppy + rose,90014,2139957799,765 wall st,$$,895,4.5,$$ - $$$,18
482,lamill coffee,90026,3236634441,1636 silver lake blvd,$$,1334,4,$$ - $$$,34
483,salt's cure,90038,3234657258,1155 n highland ave,$$,133,4.5,$$ - $$$,44
484,upstairs 2,90064,3102310316,2311 cotner ave,$$$,329,4,$$$$,39
485,camilo's california bistro,90041,3234782644,2128 colorado blvd,$$,341,4,$$ - $$$,32
486,home restaurant,90039,3236650211,2500 riverside dr,$$,926,4,$$ - $$$,47
487,brownstone bistro,90019,3239659400,5047 w pico blvd,$$,151,4.5,$$ - $$$,12
488,the park,90026,2134829209,1400 sunset blvd,$$,629,4,$$ - $$$,20
489,hot wings cafe,90038,3239301233,7011 melrose ave,$$,589,4.5,$,18
490,al gelato,90035,3106598069,806 s robertson blvd,$$,588,4.5,$$ - $$$,31
491,california chicken cafe,90038,3239355877,6805 melrose ave,$$,639,4,$$ - $$$,74
492,the anchor,90291,3106649696,235 main st,$$,480,4,$$ - $$$,37
493,spare tire,90036,3235252618,5370 wilshire blvd,$$,302,4.5,,7
494,the hart & the hunter,90048,3234243055,7950 melrose ave,$$,630,4,$$ - $$$,41
495,brite spot,90026,2134849800,1918 w sunset blvd,$$,953,3.5,$,43
496,esterel restaurant,90048,4242848314,8555 beverly blvd,$$$,127,4,$$$$,45
497,the wood,90066,3109159663,12000 w washington blvd,$$,624,4,$$ - $$$,25
498,charlie's trio,90032,3232233871,5769 huntington dr n,$$,287,4,$$ - $$$,21
499,spitz - little tokyo,90012,2136130101,371 e 2nd st,$$,1371,4.5,,16
500,rocco's tavern,91604,8189859876,12514 ventura blvd,$$,446,4.5,$$ - $$$,17
501,pacific dining car,90017,2134836000,1310 w 6th st,$$$$,883,3.5,$$$$,136
502,flores and sons,90025,4242736469,2024 sawtelle blvd,$$,434,4.5,$$ - $$$,24
503,spitz - los feliz,90027,3235223309,1725 hillhurst ave,$$,589,4,$,15
504,breadbar,90067,3102773770,10250 santa monica blvd,$$,372,4,$$ - $$$,36
505,rustic kitchen market & cafe,90066,3103901500,3523 s centinela ave,$$,147,5,$$ - $$$,5
506,urban skillet,91601,8185794000,5060 lankershim blvd,$$,225,4.5,$$ - $$$,6
507,jack n jill's too,90048,3108584900,8738 w 3rd st,$$,721,4.5,$,29
508,the black cat,90029,3236616369,3909 w sunset blvd,$$,327,4,$$ - $$$,16
509,casey's irish pub,90017,2136292353,613 s grand ave,$$,657,3.5,$$ - $$$,66
510,madera kitchen,90028,2132613687,1835 n cahuenga blvd,$$,253,4.5,$$ - $$$,10
511,by chloe,90039,4246757618,2520 glendale blvd,$$,250,5,$$ - $$$,4
512,puran's restaurant,90027,3236671357,2064 hillhurst ave,$$,196,4.5,$$ - $$$,29
513,quality food & beverage,90048,3236585959,8030 w 3rd st,$$,239,4,$,23
514,grinder restaurants,90007,2137470782,525 w 28th st,$,149,4.5,$,16
515,pips on la brea,90019,3239547477,1356 s la brea ave,$$,273,4,$$ - $$$,23
516,hawkins house of burgers,90059,3235631129,11603 slater st,$,739,4.5,,12
517,desert rose restaurant,90027,3236661166,1700 hillhurst ave,$$,728,4,$$ - $$$,36
518,the doughroom,90034,4242586194,3409 overland ave,$$,361,4.5,$$ - $$$,11
519,croft alley,90069,,8428 melrose pl,$$,68,4.5,$$ - $$$,6
520,caffe etc,90028,3234648824,6371 selma ave,$$,245,4,$$ - $$$,9
521,blair's restaurant,90039,3236601882,2903 rowena ave,$$$,408,4,$$ - $$$,35
522,sunset junction coffee shop,90029,3236611600,3916 w sunset blvd,$$,233,4,$$ - $$$,17
523,the melt sunset & vine,90028,2133444906,6290 sunset blvd,$,313,4,$,22
524,community los feliz,90027,3239130478,2044 hillhurst ave,$$,222,4.5,,11
525,cafe brentwood,90049,3104720766,150 s barrington ave,$$,101,4,$$ - $$$,12
526,the 3rd stop,90048,3102733605,8636 w 3rd st,$$,438,4.5,$,16
527,el siete mares,90026,3236644604,3131 w sunset blvd,$,282,4.5,$$ - $$$,11
528,courtyard cafe,90045,3104100770,8939 s sepulveda blvd,$,106,5,,7
529,etchea café bakery & catering,90012,2136260157,254 s hope st,$$,79,4.5,,7
530,v cafe,90048,3239519577,8164 melrose ave,$$,143,5,,7
531,the café at the end of the universe,90027,3236612231,2800 e observatory rd,$$,51,3.5,$,57
532,los feliz cafe,90039,3236612355,3207 los feliz blvd,$,208,4,$,8
533,cabbage patch,90014,2134894489,520 w 6th st,$$,360,4.5,,18
534,lazy daisy cafe,90025,3104778580,11913 wilshire blvd,$$,157,4.5,$$ - $$$,12
535,callender's grill,90036,3239377952,5773 wilshire blvd,$$,335,4,$$ - $$$,6
536,la brea bakery café,90036,3239396813,468 s la brea ave,$$,529,3.5,$$ - $$$,47
537,kitchen mouse,90042,3232599555,5904 n figueroa st,$$,338,4.5,$$ - $$$,6
538,headlines diner & press club,90024,3102082424,10922 kinross ave,$,215,4.5,,12
539,sunny grill,90066,3103908989,12035 venice blvd,$,222,4.5,$,7
540,got kosher ?,90035,3108581920,8914 w pico blvd,$$,259,4,$$ - $$$,30
541,daphne's desserts,91401,8189064991,13646 burbank blvd,$,78,5,$,1
542,origin cafe,90035,4242884682,8532 w pico blvd,$$,53,5,,1
543,bird's nest cafe,90007,2133940670,2403 s vermont ave,$$,50,5,$$ - $$$,1
544,olio the crepe kitchen,90036,3239333403,5223 wilshire blvd,$,100,5,,2
545,central kitchen,90007,2139082400,325 w adams blvd,$$,86,5,,3
546,burgerim,90038,3238484848,5001 melrose ave,$$,141,5,$$ - $$$,1
547,taco fiesta,90065,3232235478,4501 n figueroa st,$,52,5,,2
548,the fix burger,90027,3236618494,2520 hyperion ave,$$,532,4.5,$,9
549,moreton fig,90089,2138213441,3607 trousdale pkwy,$$,100,3.5,$$ - $$$,18
550,sylmars fix,91342,8183670847,13790 foothill blvd,$,503,5,,5
551,literati cafe,90025,3102317484,12081 wilshire blvd,$$,1041,3.5,$$ - $$$,48
552,myke's cafe,91331,8188904815,13171 van nuys blvd,$$,572,4.5,$$ - $$$,8
553,guild new american bistro,90017,2132627846,611 w 7th st,$$,101,4.5,,7
554,crossroads west cafe,90027,3234954334,4700 western heritage way,$$,24,4.5,,3
555,the overland,90034,3105599999,3601 overland ave,$$,1161,3.5,$$ - $$$,33
556,the cellar bar & grill,90067,3102771584,1880 century park e,$$,105,5,$,4
557,spice cafe,90068,3238760497,2011 n highland ave,$$,57,4,$$ - $$$,32
558,vees cafe,90016,3239318337,5418 w adams blvd,$$,606,4,,7
559,genki grill,90048,3236533287,6355 wilshire blvd,$,90,4.5,,2
560,maxwell's cafe,90066,3103067829,13329 w washington blvd,$$,316,4,$$ - $$$,28
561,the greyhound bar & grill,90042,3239000300,5570 n figueroa st,$$,370,4,$$ - $$$,10
562,armon's restaurant,90041,3234781440,5056 eagle rock blvd,$,249,4,$,8
563,caffe latte,90048,3239365213,6254 wilshire blvd,$$,154,4,$$ - $$$,15
564,seree's coffee shop,90007,2137478233,2800 s grand ave,$,57,4.5,,2
565,mo better burgers,90036,3107378556,901 s la brea ave,$,433,4,,8
566,mimi's cafe,90039,3236681715,2925 los feliz blvd,$$,367,3.5,,30
567,sweet rose creamery,90036,3102602663,7565 beverly blvd,$$,309,4.5,,2
568,boos philly cheesesteaks and hoagies,90029,3236611955,4501 fountain ave,$,640,4.5,$,20
569,pollo a la brasa western,90005,2133871531,764 s western ave,$,594,4.5,$$ - $$$,8
570,raleigh studios cafe,90038,3238715660,650 n bronson ave,$$,12,4.5,,2
571,the main course,90064,3104757564,10509 w pico blvd,$$,141,4,$$ - $$$,8
572,modern eats,90039,3236651008,2590 glendale blvd,$$,348,4.5,,12
573,homegirl cafe and catering,90012,2136170380,130 w bruno st,$$,512,4.5,,3
574,the escondite,90013,2136261800,410 boyd st,$$,575,4.5,,8
575,local,90026,3236624740,2943 w sunset blvd,$$,725,4.5,$$ - $$$,12
576,leaning tower pizza & pasta,91423,8189869701,14120 ventura blvd,$$,212,4.5,$,3
577,rascal,90036,3239333229,801 s la brea ave,$$,529,4,$$ - $$$,14
578,lodge bread co,90066,4243845097,11918 washington blvd,$$,165,4.5,,4
579,simplethings,90048,3235923390,8310 w 3rd st,$$,759,4.5,,14
580,redwood bar & grill,90012,2136802600,316 w 2nd st,$$,570,4,$$ - $$$,32
581,ludobird,90015,,1111 s figueroa st,$$,59,4,,2
582,dino's chicken and burgers,90006,2133803554,2575 w pico blvd,$,1599,4,$$ - $$$,12
583,caveman kitchen,90007,3237373717,2215 s vermont ave,$,239,4.5,,4
584,tumby's pizza,90044,3237592651,8509 s figueroa st,$,20,4.5,,4
585,coral tree express,90067,3105538735,10250 santa monica blvd,$$,135,4,$$ - $$$,9
586,59th and lex,90067,3107727189,10250 santa monica blvd,$$,45,4,,1
587,federal cafe,90024,,11000 wilshire blvd,$,24,4,,1
588,philly west bar & grill,90027,3104749787,1870 westwood blvd,$,160,4,$,2
589,chulada grill express,90019,3239547570,5607 san vicente blvd,$,131,4,,4
590,comfort la,90021,2135370844,1110 e 7th st,$$,240,4,$$ - $$$,1
591,cities restaurant,90022,3235264555,4512 e cesar chavez ave,$$,213,4,,5
592,lulu's cafe,90036,3239386095,7149 beverly blvd,$$,445,4,,15
593,the cork,90016,3237312030,4771 w adams blvd,$$,136,4,,5
594,mixology 101,90036,3233706561,6333 w 3rd st,$$,361,4,$$ - $$$,11
595,all about the bread,90046,3239308989,7111 melrose ave,$,806,4,$,9
596,smith and cohen,90025,3104324360,10351 santa monica blvd,$$,536,3.5,$$ - $$$,26
597,insomnia cafe,90036,3239314943,7286 beverly blvd,$$,348,3.5,$$ - $$$,7
598,sunset grill hollywood,90046,3238515557,7439 w sunset blvd,$,164,3.5,$,9
599,piece o' pizza,90066,3103919770,11700 venice blvd,$,116,4,,2
600,weiland's brewery underground,90189,2136221125,505 s flower st,$$,202,3,$$ - $$$,5
601,market place restaurant,90021,2136227285,1102 lawrence st,$,84,3.5,,2
602,lucy's drive in,90019,3239384337,1373 s la brea ave,$,282,3,,3
603,american girl café,90036,8772475223,189 the grove dr,$$,82,-1,,-1
604,pupusas yeni,90025,6267558783,11338 santa monica blvd,$,13,-1,,-1
605,smith and cohen,90025,3104324360,10351 santa monica blvd,$$,536,-1,$$ - $$$,-1
606,presto deli,90025,3103125100,1849 sawtelle blvd,$,27,-1,$,-1
607,ilopango no 1,90006,3237668860,1744 venice blvd,$,15,-1,,-1
608,la flor blanca restaurant,90037,3232311728,320 w vernon ave,$,36,-1,,-1
609,centinela cafe,90066,3103912585,4800 s centinela ave,$,128,-1,$,-1
610,jack's family kitchen,90062,3232965215,3965 s western ave,$,93,-1,,-1
611,cafe wilshire,90017,2134817572,1138 wilshire blvd,$,8,-1,,-1
612,good grill,90015,2137492345,210 e olympic blvd,$$,17,-1,,-1
613,asian fusion,90035,4242988247,1710 s robertson blvd,$$,171,-1,$$ - $$$,-1
614,el compadre,90046,3238747924,7408 w sunset blvd,$$,1206,4.5,$$ - $$$,195
615,tocaya organica - venice,90291,4247448692,1715 pacific ave,$$,208,5,,37
616,border grill downtown la,90071,2134865171,445 s figueroa st,$$,726,4,$$ - $$$,211
617,el tepeyac cafe,90033,3232681960,812 n evergreen ave,$$,1739,4.5,$,172
618,guisados,90026,2132507600,1261 w sunset blvd,$,1416,4.5,$,61
619,guelaguetza restaurante,90006,2134270608,3014 w olympic blvd,$$,1223,4.5,$$ - $$$,88
620,la taco - taco madness 2012 party at guelaguetza,90006,2134270608,3014 w olympic blvd,,3,4.5,$$ - $$$,88
621,red o,90046,3236555009,8155 melrose ave,$$$,1345,4,$,197
622,loteria grill,90028,3234652500,6627 hollywood blvd,$$,780,4,$$ - $$$,163
623,mercado,90048,3239440947,7910 w 3rd st,$$,675,4.5,$$ - $$$,82
624,rosa mexicano,90015,2137460001,800 w olympic blvd,$$,877,4,$$ - $$$,208
625,el cholo,90006,3237342773,1121 s western ave,$$,1072,4,$$ - $$$,234
626,tacos tumbras a tomas,90013,2136201071,317 s broadway,$,614,5,$,29
627,el coyote mexican cafe,90036,3239392255,7312 beverly blvd,$$,1259,4,$$ - $$$,206
628,broken spanish,90015,2137491460,1050 s flower st,$$$,358,4.5,$$ - $$$,40
629,guisados dtla,90013,2136277656,541 s spring st,$,849,5,$,30
630,baja fresh mexican grill,90028,3234674620,6922 hollywood blvd,$,70,4,$,125
631,sol y luna,91357,8183438488,19601 ventura blvd,$$,1148,4.5,$$ - $$$,85
632,bar ama,90013,2136878002,118 w 4th st,$$,856,4.5,$$ - $$$,72
633,calle tacos,90028,3234659100,6508 hollywood blvd,$,464,4.5,$,63
634,el paseo inn,90012,2136261361,11 e olvera st,$$,1494,4,$$ - $$$,99
635,bs taqueria,90014,2136223744,514 w 7th st,$$,517,4,$$ - $$$,41
636,salsa & beer,91607,7472485633,11669 sherman way,$$,1776,4.5,$$ - $$$,44
637,trejo's tacos,90019,3239388226,1048 s la brea ave,$$,578,4,$$ - $$$,37
638,cacao mexicatessen,90041,3234782791,1576 colorado blvd,$$,1127,4,$$ - $$$,44
639,petty cash taqueria,90036,3239335300,7360 beverly blvd,$$,589,4,$$ - $$$,54
640,best fish taco in ensenada,90027,3234665552,1650 hillhurst ave,$,1851,4.5,$,49
641,casa vega,91423,8187884868,13301 ventura blvd,$$,1316,4,$$ - $$$,165
642,yxta cocina mexicana,90021,2135965579,601 s central ave,$$,749,4.5,$$ - $$$,39
643,pez cantina,90071,2132582280,401 s grand ave,$$,362,4.5,$$ - $$$,35
644,cielito lindo,90012,2136874391,e-23 olvera st,$,486,4.5,$,48
