shop name,postal code,phone number,star,price,number of reviews,street address
ABC Chinese Fastfood,91336,+1 818-342-3333,-1,,-1,6120 Reseda Blvd
Golden China Restaurant,91401-2710,+1 818-994-7832,-1,,-1,6209 Van Nuys Blvd
Five Star Chinese Food,90031-2610,+1 323-276-1269,-1,,-1,2706 N Broadway
New Won Kok Restaurant,90031-2218,+1 323-221-9209,-1,$,-1,2411 North Broadway
Lucky China,90020-4208,+1 213-387-1261,-1,,-1,534 South Western Avenue
Lee's Kitchen,90041-1239,+1 323-256-9658,-1,,-1,2006 Colorado Boulevard
New China Express,91405-2254,+1 818-994-7508,-1,,-1,14863 Sherman Way
Panda King,90033,+1 323-780-8957,-1,,-1,2760 East 1st Street
Egg Roll King,90065,+1 323-256-5271,-1,,-1,3111 North San Fernando Road
Express Restaurant and Club,90036,+1 213-935-6000,-1,,-1,5400 Wilshire Boulevard
Royal Express,90007-2549,+1 213-747-6903,-1,$,-1,2526 South Figueroa Street
Wok Express,91343-4704,+1 818-893-8889,-1,,-1,16200 Parthenia St
China Lee,90038-2043,+1 323-871-2838,-1,,-1,5920 Santa Monica Blvd
Tin Yuan Chinese Restaurant,90710-2932,+1 310-530-5864,-1,,-1,1222 Pacific Coast Hwy
Szechwan Inn Chinese Restaurant,91303-1002,+1 818-704-0456,-1,,-1,22323 Sherman Way
Chinatown Station,90015-2043,+1 213-386-8405,-1,,-1,1245 South Union Avenue
Chinatown Express SW Ave,90004-4104,+1 213-383-1559,-1,,-1,252 South Western Avenue
Chinatown Express Whittier,90022-4012,+1 213-268-8808,-1,,-1,5201 Whittier Boulevard
China Beauty,90042-4117,+1 323-258-9666,-1,,-1,5465 North Figueroa Street
Shanghai Hunan Restaurant,90045-4001,+1 310-641-8228,-1,,-1,8629 South Sepulveda Boulevard
Canton Chef Express,90019-4228,+1 323-938-8998,-1,,-1,4934 West Pico Boulevard
Mandarin Express Restaurant,90056-1639,+1 323-290-3161,-1,,-1,4906 W Slauson Ave
Louie's Chinese Cuisine,90744-4590,+1 310-830-6392,-1,,-1,125 E Anaheim St
Ming Wok,90034-4204,+1 310-575-0187,-1,,-1,3120 S Sepulveda Blvd
La China Poblana,90023-1710,+1 323-263-8310,-1,,-1,3568 Whittier Blvd
Super Express Chinese,90001-1966,+1 323-585-2833,-1,,-1,1457 East Florence Avenue
Lotus No 3,11136,+1 310-398-1689,-1,,-1,11136 Palms Boulevard
Thanh My Restaurant,90012-2813,+1 213-680-1950,-1,,-1,406 West Cesar East Chavez Avenue
First Wok,90045-4413,+1 310-568-9192,-1,,-1,5565 West Manchester Avenue
Lee's Chinese Fast Food,90744-4600,+1 310-835-9280,-1,,-1,445 E Anaheim St
Wong's Wok,90039-3220,+1 323-953-0238,-1,$,-1,2544 Glendale Blvd
Boda,90031-2261,+1 323-227-8573,-1,,-1,2310 Pasadena Avenue
Louie's Chinese Restaurant,90731-5530,+1 310-833-0730,-1,,-1,1936 S Pacific Ave
China Kitchen,90019-4233,+1 323-931-5013,-1,,-1,4511 West Pico Boulevard
China Star in and Out,91364-2340,+1 818-888-0300,-1,,-1,20922 Ventura Blvd
Chinese Gourmet Express,91324-2503,+1 818-886-3108,-1,,-1,9301 Tampa Ave
China Catering Inc,90048-4516,+1 323-655-2288,-1,,-1,8250 Beverly Blvd
Gon Ji Am,90004-3101,+1 323-469-4648,-1,,-1,4653 Beverly Blvd
Little China Express,90063-1804,+1 323-780-9895,-1,,-1,3813 E Cesar E Chavez Ave
China Food Express,90006-4200,+1 323-766-8038,-1,,-1,1535 S Western Ave
San Hing,90034-6503,+1 310-398-1689,-1,,-1,11136 Palms Blvd
Hao Chi Kitchen China Bistro Aka Jinheungkag,90020-5004,+1 213-385-9799,-1,,-1,3280 W 6th St
Fortune Chinese Fast Food,91601-3906,+1 818-766-9205,-1,,-1,10940 Magnolia Blvd
Tweedy Panda Donuts and Chinese Food,90001-3630,+1 323-751-9538,-1,,-1,649 E Manchester Ave
Diddy Riese Cookies,90024-2802,+1 310-208-0448,4.5,$,573,926 Broxton Ave
Brent's Delicatessen & Restaurant,91324-3406,+1 818-886-5679,4.5,$$ - $$$,845,19565 Parthenia St
The Griddle Cafe,90046-3304,+1 323-874-0377,4.5,$$ - $$$,1131,7916 W Sunset Blvd
Water Grill,90071-2602,+1 213-891-0900,4.5,$$$$,536,544 S Grand Ave
Philippe the Original,90012-1803,+1 213-628-3781,4.5,$,1483,1001 N Alameda St
Craft Los Angeles,90067,+1 310-279-4180,4.5,$$$$,413,10100 Constellation Blvd.
Langer's,90057-4020,+1 213-483-8050,4.5,$$ - $$$,352,704 S Alvarado St
Wurstkuche,90013,+1 213-687-4444,4.5,$$ - $$$,357,800 E 3rd St
Eggslut,,2136250292,4.5,$,238,317 S Broadway
Perch,,213-802-1770,4.5,$$ - $$$,504,448 S. Hill Street
The Cheesecake Factory,90036-6222,+1 323-634-0511,4.5,$$ - $$$,1386,189 The Grove Dr
Musso & Frank Grill,90028-6292,+1 323-467-7788,4.5,$$$$,688,6667 Hollywood Blvd
Lemonade,90291-3744,+1 310-452-6200,4.5,$$ - $$$,280,1661 Abbot Kinney Blvd
Joan's on Third,90048,+1 323-655-2285,4.5,$$ - $$$,400,8350 W Third St
Bottega Louie,90017,+1 213-802-1470,4.5,$$ - $$$,1301,700 S. Grand Ave.
The Ivy,90048-3101,+1 310-274-8303,4.0,$$$$,1430,113 N Robertson Blvd
Cafe Gratitude,90026-4032,001-424-231-8000,4.5,$$ - $$$,271,512 Rosemont Ave
California Pizza Kitchen,90028-6136,+1 323-460-2080,4.5,$$ - $$$,412,6801 Hollywood Blvd
25 Degrees,90028,13237857244,4.5,$$ - $$$,530,7000 Hollywood Blvd
The Pie Hole,90013-1814,213-537-0115,4.5,$$ - $$$,194,714 Traction Ave
Canter's Deli,90036-1716,+1 323-651-2030,4.0,$$ - $$$,508,419 N Fairfax Ave
Hard Rock Cafe Hollywood at Universal CityWalk,91608-1008,+1 818-622-7625,4.0,$$ - $$$,676,1000 Universal Studios Blvd
Getty Center Restaurant,90049-1657,+1 310-440-6810,4.5,$$$$,470,1200 Getty Center Dr
Bubba Gump Shrimp Co.,91608,+1 818-753-4867,4.0,$$ - $$$,802,"1000 Universal City Plaza, Suite 114"
Johnny Rockets,90028-6144,+1 323-465-4456,4.0,$,476,6801 Hollywood Blvd Ste 325
Ghirardelli Chocolate,90028-6116,+1 323-466-0399,4.5,$$ - $$$,186,6834 Hollywood Blvd
Toast Bakery Cafe,90048-4302,+1 323-655-5018,4.5,$$ - $$$,254,8221 W 3rd St
The Original Pantry,90017-2507,+1 213-972-9279,4.0,$,596,877 S Figueroa St
Hard Rock Cafe,90028-6136,+1 323-464-7625,4.0,$$ - $$$,1690,6801 Hollywood Blvd
Mel's Drive-In,90028-6121,+1 323-465-2111,4.0,$$ - $$$,614,1650 N Highland Ave
The Front Yard,91602-3318,+1 818-255-7290,4.5,$$ - $$$,322,4222 Vineland Ave
Magic Castle,90028,+1 323-851-3313,4.5,$$$$,308,7001 Franklin Ave.
Gjelina,90291-3740,+1 310-450-1429,4.0,$$ - $$$,740,1429 Abbot Kinney Blvd
Baby Blues BBQ,90291-2829,+1 310-396-7675,4.5,$$ - $$$,262,444 Lincoln Blvd
Vivian's Millenium Cafe,91604-3340,+1 818-762-8710,4.5,$$ - $$$,113,10968 Ventura Blvd
Yard House,90015-1360,+1 213-745-9273,4.0,$$ - $$$,433,800 W Olympic Blvd
Roscoe's House of Chicken & Waffles,90028-6422,+1 323-466-7453,4.0,$,621,1514 N Gower St
Aroma Cafe,91604,+1 818-508-0677,4.5,$$ - $$$,205,4360 Tujunga Ave
Gjusta,90291,+1 310-314-0320,4.5,$$ - $$$,97,320 Sunset Ave
The Counter Downtown L.A.,90017-3703,+1 213-228-7800,4.5,$$ - $$$,155,725 W 7th St
The Cow's End Cafe,90292-5124,+1 310-574-1080,4.5,$,145,34 Washington Blvd
Venice Ale House,90291-2411,+1 310-314-8253,4.0,$$ - $$$,271,2 Rose Ave
Redbird,90012,+1 213-788-1191,4.5,$$$$,126,114 E 2nd St
Truxton's American Bistro,90045-3910,+1 310-417-8789,4.0,$$ - $$$,153,8611 Truxton Ave
Urth Caffe,90013-2215,+1 213-797-4527,4.5,$$ - $$$,181,451 S Hewitt St
In-N-Out Burgers,90292-5658,800-786-1000,4.5,$,165,13425 Washington Blvd
Nickel Diner,90013-1422,+1 213-623-8301,4.5,$,223,524 S Main St
Rainbow Bar & Grill,90069-1818,+1 310-278-4232,4.5,$$ - $$$,298,9015 W Sunset Blvd
Animal,90036,+1 323-782-9225,4.5,$$$$,217,435 N. Fairfax Ave.
Otium Restaurant,,+1 213-935-8500,4.0,$$$$,150,222 S Hope St
Cassell's Hamburgers,,12133875502,4.5,$$ - $$$,86,3600 W 6th St
Denny's - Century Blvd.,90045-5913,+1 310-410-1712,4.0,$,542,5535 West Century Boulevard
Sur Restaurant & Grill,90069,+1 310-289-2824,4.0,$$ - $$$,583,606 North Robertson Boulevard
The Veggie Grill,90046,+1 323-822-7575,4.5,$,138,8000 West Sunset Boulevard
Alcove Cafe & Bakery,90027-2711,+1 323-644-0100,4.5,$$ - $$$,244,1929 Hillhurst Ave
Figtree's Cafe,90291-2402,+1 310-392-4937,4.0,$$ - $$$,221,429 Ocean Front Walk
Venice Whaler Bar & Grill,90292,+1 310-821-8737,4.0,$$ - $$$,264,2-10 Washington Blvd
Pink's Famous Hot Dogs,91608-1002,+1 800-864-8377,4.0,$,127,100 Universal City Plz
Off Vine,90028-8207,+1 323-962-1900,4.5,$$ - $$$,206,6263 Leland Way
Hugo's,91607-3320,+1 818-761-8985,4.5,$$ - $$$,148,12851 Riverside Dr
The Bar at Hotel Bel-Air,90077-2909,+1 310-472-1211,4.5,$$$$,83,701 Stone Canyon Rd
James Beach,90291-4166,+1 310-823-5396,4.5,$$ - $$$,168,60 N Venice Blvd
Ruby's Diner,90040-1592,+1 323-382-7829,4.5,$$ - $$$,163,100 Citadel Dr Ste 222
Rock'N Fish,90015,+1 213-738-4020,4.0,$$ - $$$,257,800 W Olympic Blvd # A160
Wood Ranch BBQ & Grill,90036-6222,+1 323-937-6800,4.0,$$ - $$$,211,189 The Grove Dr
Flake,90026-4031,+1 310-396-2333,4.5,$,58,513 Rosemont Ave
Larry's,90291,+1 310-399-2700,4.0,$$ - $$$,204,24 Windward Ave
26 Beach Cafe,90292-5551,+1 310-823-7526,4.5,$$ - $$$,207,3100 Washington Blvd
Pann's,90045-2090,+1 323-776-3770,4.0,$$ - $$$,138,6710 La Tijera Blvd
Plan Check Kitchen & Bar,90025,+1 310-288-6500,4.5,$$ - $$$,108,1800 Sawtelle Boulevard
Daily Grill on Century,90045-5975,+1 310-665-0149,4.0,$$ - $$$,281,5400 W Century Blvd
Marmalade Cafe - Farmers Market,,+1 323-954-0088,4.0,$$ - $$$,174,6333 West 3rd Street
Johnny Rockets Hollywood & Highland,90028-6144,,4.0,$,221,6801 Hollywood Blvd Ste 325
Superba Food + Bread,90291-3947,+1 310-907-5075,4.5,$$ - $$$,78,1900 Lincoln Blvd
Industriel,90017-3843,+1 213-488-8020,4.5,$$ - $$$,117,609 S Grand Ave
Wolfgang Puck at Hotel Bel-Air,90077,+1 310-909-1644,4.0,$$$$,191,701 Stone Canyon Road
Karl Strauss Brewing Company,91608-1008,+1 818-753-2739,4.5,$$ - $$$,55,1000 Universal Studios Blvd
Odys and Penelope,90036-2998,+1 323-939-1033,4.5,$$ - $$$,60,127 S La Brea Ave
The Cafe,90049-1679,+1 310-440-7300,4.0,$$ - $$$,102,1200 Getty Center Dr
Krusty Burger,91608-1002,,4.0,$$ - $$$,133,100 Universal City Plz
Factors Famous Deli,90035-1210,+1 310-278-9175,4.0,$$ - $$$,153,9420 W Pico Blvd
Stout Burgers & Beers,,+1 323-469-3801,4.5,$$ - $$$,86,1544 N Cahuenga Blvd
Tiago Coffee Bar & Kitchen,90028-6906,+1 323-466-5600,4.5,$$ - $$$,95,7080 Hollywood Blvd
Blu Jam Cafe,91403-2442,+1 818-906-1955,4.5,$$ - $$$,103,15045 Ventura Blvd
The Palm,90015-2180,+1 213-763-4600,4.5,$$$$,170,1100 S Flower St
Swingers,90048-4504,+1 323-653-5858,4.0,$$ - $$$,201,8020 Beverly Blvd
TART,,13235562608,4.0,$$ - $$$,154,Farmer's Daughter
Morton's - The Steakhouse,90048-4001,+1 310-246-1501,4.0,$$$$,205,435 S La Cienega Blvd
Mohawk Bend,90026-3124,+1 213-483-2337,4.5,$$ - $$$,104,2141 W Sunset Blvd
Apple Pan,90064-2105,+1 310-475-3585,4.0,$,273,10801 W Pico Blvd
Wolfgang Puck Bistro,91608-1008,+1 818-985-9653,4.0,$$ - $$$,156,1000 Universal Plaza
Starbucks,90028-6146,,4.0,$$ - $$$,152,6933 Hollywood Blvd
Candle Cafe & Grill,90291-2409,+1 310-314-4456,4.0,$$ - $$$,179,325 Ocean Front Walk
Umami Burger,90028,+1 323-469-3100,4.0,$$ - $$$,352,1520 North Cahuenga Boulevard
Carney's,91604,+1 818-761-8300,4.5,$,117,12601 Ventura Blvd
Wolfgang Puck Bar & Grill - LA Live,90015,+1 213-748-9700,4.0,$$ - $$$,267,800 West Olympic Blvd A180
Faith and Flower,90015-1428,+1 213-239-0642,4.0,$$$$,118,705 W 9th St
101 Coffee Shop,90028-5220,+1 323-467-1175,4.0,$$ - $$$,247,6145 Franklin Ave
Home Restaurant,90027-4443,+1 323-669-0211,4.0,$$ - $$$,119,1760 Hillhurst Ave
Milk,90036-2545,+1 323-939-6455,4.5,$,124,7290 Beverly Blvd
Fleming's Prime Steakhouse & Wine Bar,90015-1360,+1 213-745-9911,4.0,$$$$,216,800 W Olympic Blvd
Olive & Thyme,91505-4324,+1 818-557-1560,4.5,$$ - $$$,98,3821 W Riverside Dr
Smashburger,90015-1362,+1 213-631-3355,4.0,$,130,1011 S Figueroa St
The Little Beast,90041-2340,+1 323-341-5899,4.5,$$ - $$$,59,1496 Colorado Blvd
Son of a Gun,90048-4311,+1 323-782-9033,4.5,$$ - $$$,148,8370 W 3rd St
Cafe Pinot,90071-2026,+1 213-239-6500,4.5,$$$$,160,700 W 5th St
Pig 'N' Whistle,90028-4605,+1 323-463-0000,4.0,$$ - $$$,287,6714 Hollywood Blvd
JW's Steakhouse,90045-5614,+1 310-641-5700,4.5,$$$$,92,5855 W Century Blvd
Stella Barra Hollywood,90028-7323,+1 323-301-4001,4.5,$$ - $$$,45,6372 W Sunset Blvd
Good Neighbor,,+1 818-457-6050,4.5,$$ - $$$,81,3701 Cahuenga Blvd
Disney Studio Store & Ghirardelli Soda Fountain,90028-6116,(323) 466-0399,4.0,$$ - $$$,227,6834 Hollywood Blvd
Leona Restaurant,90291,+1 310-822-5379,4.5,$$ - $$$,64,123 Washington Blvd
Stout burgers and beers,91604-3135,+1 818-505-0076,4.5,$$ - $$$,87,11262 Ventura Blvd
Gladstones,90272,+1 310-454-3474,3.5,$$ - $$$,625,17300 Pacific Coast Highway
Vibrato Grill Jazz...etc.,90077-1724,+1 310-474-9400,4.5,$$$$,95,2930 N Beverly Glen Cir
Cafe Bizou,91423-3512,+1 818-788-3536,4.5,$$ - $$$,203,14016 Ventura Blvd
Coles,90014-2006,+1 213-622-4090,4.0,$$ - $$$,99,118 E 6th St
The Little Jewel of New Orleans,90012-2831,+1 213-620-0461,4.5,$$ - $$$,52,207 Ord St
Blue Cow Kitchen & Bar,90071,+1 213-621-2249,4.0,$$ - $$$,107,350 South Grand Ave
Barton G The Restaurant,90069-4707,+1 310-388-1888,4.5,$$$$,89,861 N La Cienega Blvd
IHOP,90028-7510,+1 323-466-8370,4.0,$,161,7006 W Sunset Blvd
Dinah's Family Restaurant,90045-1508,+1 310-645-0456,4.0,$$ - $$$,180,6521 S Sepulveda Blvd
Sqirl Cafe,90029-3634,+1 323-284-8147,4.5,$$ - $$$,59,720 N Virgil Ave Ste 4
Traxx Restaurant and Bar,90012-2177,+1 213-625-1999,4.5,$$ - $$$,79,800 N Alameda St
Sidewalk Cafe,90291-3605,+1 310-399-5547,4.0,$$ - $$$,341,1401 Ocean Front Walk
Kendall's Brasserie and Bar,90012-3013,+1 213-972-7322,4.0,$$ - $$$,153,135 N Grand Ave
Firehouse,90291-2567,+1 310-396-6810,4.0,$$ - $$$,94,213 Rose Ave
Tavern,90049,+1 310-806-6464,4.0,$$$$,153,11648 San Vincente Blvd
Bludsos,90036-2013,+1 323-931-2583,4.5,$$ - $$$,58,609 N La Brea Ave
Rose Cafe Restaurant,90291-2568,+1 310-399-0711,4.0,$$ - $$$,210,220 Rose Ave
The Oinkster,90041-1238,+1 323-255-6465,4.0,$$ - $$$,142,2005 Colorado Blvd
Lard Lad Donuts,91608,,4.5,$,37,
Jacks N Joe,90007-2502,+1 213-748-4565,4.5,$$ - $$$,70,2498 S Figueroa St
Du-par's Restaurant & Bakery,90036,+1 323-933-8446,4.0,$$ - $$$,150,6333 W. 3rd St.
Fat Sal's,90028-7609,+1 855-682-4373,4.5,$,44,1300 N Highland Ave
Justice Urban Tavern,90012-3724,+1 213-253-9235,4.0,$$ - $$$,101,120 S Los Angeles St
Figueroa Philly Cheese Steak,90037,+1 213-748-9073,4.5,$,63,3844 South Figueroa St.
Fiddler's Bistro,90036-3141,+1 323-931-8167,4.5,$$ - $$$,68,6009 W 3rd St
Barlo Kitchen + Cocktails,,,4.5,$$ - $$$,67,"Hotel Erwin, Venice Beach"
The District Restaurant,,+1 213-488-3500,4.5,$$ - $$$,31,711 S Hope St
Plan Check Kitchen,90036-2108,+1 310-473-3222,4.5,$$ - $$$,43,351 N Fairfax Ave
Salt Air,90291-3745,+1 310-396-9333,4.5,$$ - $$$,117,1616 Abbot Kinney Blvd
Little Dom's,90027-2012,+1 323-661-0055,4.0,$$ - $$$,111,2128 Hillhurst Ave
Hinano Cafe,90292,+1 310-822-3902,4.5,$,79,15 Washington Blvd
Cheebo,90046-3407,+1 323-850-7070,4.0,$$ - $$$,110,7533 W Sunset Blvd
The Sycamore Kitchen,90036-2909,,4.5,$$ - $$$,64,143 S La Brea Ave
Simmzy's Venice,,+1 424-835-6580,4.5,$$ - $$$,30,37 Washington Boulevard
The Edison,90012-1585,+1 213-613-0000,4.5,$$ - $$$,110,108 W 2nd St Apt 101
Boa,,,4.5,$$$$,104,Sunset blv
Hooters,90028,+1 323-962-3373,3.5,$$ - $$$,400,Hollywood Blvd
SunCafe Organic,91604,+1 818-308-7420,4.5,$$ - $$$,57,10820 Ventura Blvd
The Coffee Co.,90045-3906,+1 310-645-7315,4.5,$$ - $$$,61,8751 La Tijera Blvd
Beachwood Cafe,90068-2339,+1 323-871-1717,4.5,$$ - $$$,71,2695 N Beachwood Dr
A-Frame,90066-5515,+1 310-398-7700,4.0,$$ - $$$,74,12565 W Washington Blvd
Napa Valley Grille,90024-3503,+1 310-824-3322,4.0,$$ - $$$,190,1100 Glendon Ave
Bandera,90025-1503,+1 310-477-3524,4.5,$$$$,92,11700 Wilshire Blvd
The Trails Cafe,90068,+1 323-871-2102,4.5,$,51,2333 Fern Dell Drive
The Standard Downtown Restaurant & Lounge,90071-2501,+1 213-892-8080,4.0,$$ - $$$,145,550 S Flower St
Gulfstream,90067-6501,+1 310-553-3636,4.5,$$ - $$$,114,10250 Santa Monica Blvd
High Rooftop Lounge,90291-3613,+1 424-214-1062,4.0,$$ - $$$,125,1697 Pacific Ave
The Waffle,90028,+1 323-465-6901,4.0,$$ - $$$,107,6255 W Sunset Blvd
Rex's Cafe,90731-5922,+1 310-519-7190,4.5,$$ - $$$,52,2136 S Pacific Ave
Real Food Daily - West Hollywood,90048-1907,+1 310-289-9910,4.5,$$ - $$$,99,414 N La Cienega Blvd
Terrace Cafe,90292-5123,+1 310-578-1530,4.0,$$ - $$$,244,7 Washington Blvd
Tasting Kitchen,90291-3744,+1 310-392-6644,4.0,$$$$,168,1633 Abbot Kinney Blvd
The Morrison,90039-1522,+1 323-667-1839,4.5,$$ - $$$,48,3179 Los Feliz Blvd
MessHall,,+1 323-660-6377,4.0,$$ - $$$,86,Los Feliz Blvd. & Hillhurst Ave.
Stan's Corner Donut Shoppe,90024-2809,+1 310-208-8660,4.5,$,46,10948 Weyburn Ave
The Grill on Hollywood,90028-6102,+1 323-856-5530,4.0,$$$$,259,6800 Hollywood Blvd Ste 407
TLT Food,90024-3412,+1 310-443-4433,4.5,$$ - $$$,46,1116 Westwood Blvd
Saddle Ranch Chop House,91608,+1 818-760-9680,4.0,$$ - $$$,324,1000 Universal City Walk
Patina Restaurant,90012-3034,+1 213-972-3331,4.0,$$$$,130,141 S Grand Ave
Sizzler - Manchester Ave.,90045-4419,+1 310-641-1167,4.0,$$ - $$$,80,5856 W Manchester Ave
Leo & Lily,91364,+1 818-222-6622,4.5,$$ - $$$,58,22420 Ventura Blvd.
Kings Road Cafe,90048-2633,+1 323-655-9044,4.0,$$ - $$$,111,8361 Beverly Blvd
Baltaire,90049-5105,+1 424-273-1660,4.0,$$$$,78,11647 San Vicente Blvd
Phil s Deli & Grill,90036,+1 323-936-3704,4.5,$,55,6333 W Third St.
Jeff's Gourmet Sausage Factory,,+1 310-858-8590,4.5,$,47,8930 W Pico Blvd
Bob's Coffee & Doughnuts,90036-3109,+1 323-933-8929,4.5,$,91,6333 W 3rd St. Ste 450
Norms,90048,+1 310-657-8333,4.5,$,85,470 N. La Cienega Blvd.
Roy's - Woodland Hills,91367,+1 818-888-4801,4.5,$$$$,107,6363 Topanga Canyon Rd.
Noe Restaurant & Bar,,+1 213-356-4100,4.0,$$$$,164,251 S Olive St
The Larder at Burton Way,90048-3387,+1 310-278-8060,4.5,$$ - $$$,44,8500 Burton Way Ste 200
EMC Seafood and Raw Bar,90020-5802,+1 213-351-9988,4.5,$$ - $$$,47,3500 W 6th St
The Village Idiot,90046-7526,+1 323-655-3331,4.0,$$ - $$$,91,7383 Melrose Ave
Nick & Stef's Steakhouse,90071-3115,+1 213-680-0330,4.0,$$$$,125,330 S Hope St
Clifton's,90014-1807,+1 213-627-1673,3.5,$$ - $$$,153,648 S Broadway
The Local Peasant,91423-3532,+1 818-501-0234,4.5,$$ - $$$,71,14058 Ventura Blvd
Inn of the Seventh Ray,90290-3807,+1 310-455-1311,4.0,$$$$,215,128 Old Topanga Canyon Rd
Tommy's Original Hamburger,90057-1020,+1 213-389-9060,4.5,$,142,2575 Beverly Blvd
Solar de Cahuenga,90028,+1 323-467-7510,4.5,$$ - $$$,71,1847 Cahuenga Blvd
Nat's Early Bite,91401-4908,+1 818-781-3040,4.5,$,50,14115 Burbank Blvd
fonuts,90048,,4.5,$,41,8104 W 3rd St
Playa Provisions,90293-7601,+1 310-683-5019,4.0,$$ - $$$,80,119 Culver Blvd
Black Market Liquor Bar,91604,+1 818-446-2533,4.5,$$ - $$$,63,11915 Ventura Blvd
LACMA Cafe,90036-4504,+1 323-857-6197,4.0,$$ - $$$,78,5905 Wilshire Blvd
Buffalo Wild Wings,90028-6014,+1 323-466-1721,4.0,$$ - $$$,172,7060 Hollywood Blvd
Jar,90048-4505,+1 323-655-6566,4.0,$$$$,120,8225 Beverly Blvd
Danny's Venice Deli,90291-4102,+1 310-566-5610,4.0,$$ - $$$,155,23 Windward Ave
Bombo Foods,90013-1222,+1 213-628-3400,4.5,$,26,317 S Broadway
Happy Diner,90731-3327,+1 310 241 0917,4.5,$,34,617 S Centre St
More Than Waffles,91316-4040,+1 818-789-5937,4.5,$$ - $$$,68,17200 Ventura Blvd Ste 109
33 Taps,90028-5310,+1 323-962-1400,4.0,$$ - $$$,92,6263 Hollywood Blvd
Tam O'Shanter,90039-1524,+1 323-664-0228,4.0,$$ - $$$,191,2980 Los Feliz Blvd
Mendocino farms,90071-3109,+1 213-620-1114,4.5,$$ - $$$,64,300 S Grand Ave
Firefly,91604-2615,+1 818-762-1833,4.0,$$$$,81,11720 Ventura Blvd
Beer Belly,90020-4208,+1 213-387-2337,4.0,$$ - $$$,82,532 S Western Ave
Pot Commissary Cafe,,+1 213-368-3030,4.0,$$ - $$$,106,3515 Wilshire Blvd
Pat's Restaurant,,+1 310-205-8705,4.5,$$$$,47,9233 West Pico Boulevard
Nick's Cafe,90012-1840,+1 323-222-1450,4.5,$,44,1300 N Spring St
Cliff's Edge,90026,+1 323-666-6116,4.0,$$ - $$$,117,3626 west sunset blvd
Griffith Park,90027-1400,+1 323-661-7212,4.5,$,43,4730 Crystal Springs Drive
La Chapter,,+1 213-623-3237,4.5,$$ - $$$,63,Broadway
Carl's Jr.,90045-5611,+1 310-216-9306,4.0,$,143,5625 W Century Blvd
On the Waterfront Cafe,90291-2408,+1 310-392-0322,4.0,$$ - $$$,70,205 Ocean Front Walk
Ledlow,90013-1314,+1 213-687-7000,4.5,$$ - $$$,34,400 S Main St
LA Prime at The Westin Bonaventure Hotel,90071-1710,+1 213-612-4743,4.0,$$$$,182,404 S Figueroa St
Delphine Eatery & Bar,90028-5325,+1 323-798-1355,4.0,$$ - $$$,199,6250 Hollywood Blvd
Mauro's Cafe & Ristorante,90046-7012,+1 323-653-7970,4.5,$$ - $$$,31,8112 Melrose Ave
The Bunker Hill Bar & Grill,90071-2004,+1 213-688-2988,4.0,$$ - $$$,76,601 W 5th St
House of Pies,90027-4212,+1 323-666-9961,4.0,$,84,1869 N Vermont Ave
Patys,91602,+1 818-761-0041,4.0,$$ - $$$,90,10001 Riverside Drive
The Counter,90046-3357,+1 323-436-3844,4.0,$$ - $$$,45,7919 W Sunset Blvd
Spear Steak & Seafood House,90017-2704,+1 213-688-3000,4.0,$$ - $$$,61,800 W 6th St
The Counter Miracle Mile,90036,+1 323-932-8900,4.0,$$ - $$$,56,5779 Wilshire Boulevard
Umami Burger & Umamicatessen Los Angeles,90014-3202,+1 213-413-8626,4.0,$$ - $$$,72,852 S Broadway
Fat Sal's Deli,90024-2806,+1 855-682-4373,4.5,$,43,972 Gayley Ave
Cici's Cafe,91356-3212,+1 818-881-6704,4.5,$$ - $$$,78,18912 Ventura Blvd
Evo Kitchen,90046-3356,+1 323-375-3390,4.5,$$ - $$$,37,7950 W Sunset Blvd
Hungry Cat,90028-7304,+1 323-462-2155,4.0,$$ - $$$,100,1535 Vine St
Girasol,91602-2619,+1 818-924-2323,4.0,$$$$,54,11334 Moorpark St
Midici,91403-3616,+1 818-788-2178,4.5,$$ - $$$,32,14612 Ventura Blvd
Father's Office,90034-3209,+1 310-815-9820,4.0,$$ - $$$,133,3229 Helms Ave
BJ's Restaurant & Brewhouse,91367-2407,+1 818-340-1748,4.0,$$ - $$$,127,6424 Canoga Ave
The Kitchen,90029-2226,+1 323-664-3663,4.5,$$ - $$$,67,4348 Fountain Ave
Tuning Fork Gastropub,91604-2602,+1 818-623-0734,4.5,$$ - $$$,36,12051 Ventura Pl
Sprinkles Cupcakes,90017-2571,+1 213-228-2100,4.5,$$ - $$$,53,735 S Figueroa St
Bank of Venice,90291-4102,+1 310-450-5222,4.0,$$ - $$$,55,80 Windward Ave
Deus Ex Machina - Emporium of Post Modern Activities,,+1 888-515-3387,5.0,$,15,1001 Venice Blvd
Fords Filling Station,90015-1338,+1 213-765-8630,4.0,$$ - $$$,143,900 W Olympic Blvd
Cafe 50's,90025-2907,+1 310-479-1955,4.5,$,59,11623 Santa Monica Blvd
Gus's World Famous Fried Chicken,90019,13234020232,4.5,$$ - $$$,20,1262 Crenshaw Blvd.
Harvest Moon Kitchen and Marketplace,91607,+1 818-487-3923,4.5,$$ - $$$,23,12456 Magnolia Boulevard
BLD,90036,+1 323-930-9744,4.0,$$ - $$$,126,7450 Beverly Blvd
Eat,91601-3874,+1 818-760-4787,4.5,$$ - $$$,38,11108 Magnolia Blvd
