ID,shop name,postal code,phone number,star,price,number of reviews,street address
1113,the black cat,90029,3236616369,-1,$$,327,3909 w sunset blvd
1114,hollywood burger,90028,3233785668,-1,$,176,6250 hollywood blvd
1115,mike's sandwich shop,90023,3232640444,-1,$,111,1717 s soto st
1116,ostrich farm,90026,2135370657,-1,$$,179,1525 w sunset blvd
1117,birch,90028,3239603369,-1,$$$,282,1634 n cahuenga blvd
1118,andre's italian restaurant,90036,3239351246,-1,$,872,6332 w 3rd st
1119,humble potato,90066,3108819498,-1,$$,264,12608 washington blvd
1120,the park's finest,90026,2134812800,-1,$$,1259,1267 w temple st
1121,wood spoon,90015,2136291765,-1,$$,1243,107 w 9th st
1122,mr. pizza,90010,2137380077,-1,$$,769,3881 wilshire blvd
1123,goldie's los angeles,90048,3236772470,-1,$$,361,8422 w 3rd st
1124,industriel,90017,2134888020,-1,$$,923,609 s grand ave
1125,california gogi grill,90007,2137441910,-1,$,268,3742 s figueroa st
1126,clementine,90024,3105521080,-1,$$,871,1751 ensley ave
1127,roscoe's house of chicken & waffles,90028,3234667453,-1,$$,2884,1514 n gower st
1128,the black sheep,90013,2136895022,-1,$$,891,126 e 6th st
1129,son of a gun,90048,3237829033,-1,$$$,1394,8370 w 3rd st
1130,the cork,90016,3237312030,-1,$$,136,4771 w adams blvd
1131,alcove café & bakery,90027,3236440100,-1,$$,3445,1929 hillhurst ave
1132,papa cristo's,90006,3237372970,-1,$$,1580,2771 w pico blvd
1133,cassell's hamburgers,90020,2133875502,-1,$$,403,3600 w 6th st
1134,lasa,90012,2134436163,-1,$$$,47,727 n broadway
1135,pot,90010,2133683030,-1,$$,592,3515 wilshire blvd
1136,dante's cafe,90057,2132104309,-1,$$,18,2745 beverly blvd.
1137,moreton fig,90089,2138213441,-1,$$,100,3607 trousdale pkwy
1138,meals by genet,90019,3239389304,-1,$$,574,1053 s fairfax ave
1139,jj's sandwich shop,90014,2136252363,-1,$,152,119 e 6th st
1140,cafe brasil,90066,3103911216,-1,$$,671,11736 w washington blvd
1141,wolvesmouth at the wolvesden,90012,,-1,$$$$,104,
1142,el camacho restaurante nicaraguense,90006,3237356276,-1,$,32,2019 venice blvd
1143,food haus café,90007,2137410007,-1,$$,931,2106 s olive st
1144,the overland,90034,3105599999,-1,$$,1161,3601 overland ave
1145,fred 62,90027,3236670062,-1,$$,1995,1850 n vermont ave
1146,spitz - little tokyo,90012,2136130101,-1,$$,1371,371 e 2nd st
1147,pailin thai cuisine,90028,3234676775,-1,$,263,5621 hollywood blvd
1148,urth caffé - downtown,90013,2137974534,-1,$$,4088,451 s hewitt st
1149,faith & flower,90015,2132390642,-1,$$$,1341,705 w 9th st
1150,inti restaurant,90038,3239622027,-1,$$,166,5870 melrose ave
1151,fat sal's deli,90024,8556824373,-1,$,903,972 gayley ave
1152,"the restaurant at the standard, downtown la",90071,2138928080,-1,$$,295,550 s flower st
1153,cafe alba,90014,2139473527,-1,$,24,718 s los angeles st
1154,baroo,90038,3238194344,-1,$$,171,5706 santa monica blvd
1155,blaqhaus,91606,8189805500,-1,$$,488,11671 victory blvd
1156,homegirl cafe and catering,90012,2136170380,-1,$$,512,130 w bruno st
1157,the dresden restaurant,90027,3236654294,-1,$$,687,1760 n vermont ave
1158,hinoki & the bird,90067,3105521200,-1,$$$$,914,10 w century dr
1159,the greenhouse,90024,,-1,$,58,308 westwood plz
1160,mel's drive in,90028,3234652111,-1,$$,627,1650 n highland ave
1161,honey bee's house of breakfast,90016,3237317203,-1,$,495,4715 w adams blvd
1162,pasta sisters,90019,3238705271,-1,$$,229,3343 w pico blvd
1163,running goose,90028,3234691080,-1,$$,235,1620 n cahuenga blvd
1164,kukui hut café,90027,3235226725,-1,$,41,1308 n edgemont st
1165,redbird,90012,2137881191,-1,$$$,676,114 e 2nd st
1166,monsieur marcel gourmet market and restaurants,90036,3239397792,-1,$$,535,6333 w 3rd st
1167,food,90064,3104417770,-1,$$,696,10571 pico blvd
1168,ford's filling station,90015,2137658600,-1,$$,173,900 west olympic blvd
1169,tokyo doggie style,,,-1,$$,132,
1170,wood & vine,90028,3233343360,-1,$$,920,6280 hollywood blvd
1171,squarefritz,90006,2132632500,-1,$,83,1930 w olympic blvd
1172,lulu's cafe,90036,3239386095,-1,$$,445,7149 beverly blvd
1173,cafe beaujolais,90041,3232555111,-1,$$,1166,1712 colorado blvd
1174,kali restaurant,90038,3238714160,-1,$$$,185,5722 melrose avenue
1175,gigi's bakery & café,90026,2134836152,-1,$,478,2200 w temple st
1176,901 bar & grill,90007,2137457900,-1,$$,160,2902 s figueroa st
1177,sugarfish by sushi nozawa,90049,3108204477,-1,$$$,873,11640 san vicente blvd
1178,philly west bar & grill,90027,3104749787,-1,$,160,1870 westwood blvd
1179,elf café,90026,2134846829,-1,$$,609,2135 w sunset blvd
1180,urban skillet,91601,8185794000,-1,$$,225,5060 lankershim blvd
1181,sulga jinju gom tang house of beef soup,90004,3237410669,-1,$$,19,4451 beverly blvd
1182,edibol,90013,2132926466,-1,$$,287,300 s santa fe ave
1183,spicy bbq restaurant,90029,3236634211,-1,$$,440,5101 santa monica blvd
1184,the six chow house,90064,3108376662,-1,$$,533,10668 w pico blvd
1185,plan check kitchen + bar,90017,2134031616,-1,$$,780,1111 wilshire blvd
1186,tart restaurant,90036,3235562608,-1,$$,1006,115 s fairfax ave
1187,undergrind cafe,90034,3107306392,-1,$,290,2713 s robertson blvd
1188,saam,90048,3102465555,-1,$$$$,74,465 s la cienega blvd
1189,casa chocolate cafe,90019,3235910237,-1,$$,84,5450 w pico blvd
1190,the roof on wilshire,90048,3239442439,-1,$$,860,6317 wilshire blvd
1191,soowon galbi kbbq restaurant,90005,2133659292,-1,$$,2054,856 s vermont ave
1192,public kitchen and bar,90028,3237698888,-1,$$$,235,7000 hollywood blvd
1193,sunset junction coffee shop,90029,3236611600,-1,$$,233,3916 w sunset blvd
1194,ditmas kitchen and cocktails,90035,3102719300,-1,$$$,146,8731 w pico blvd
1195,paley,90028,3235449430,-1,$$$,116,6115 sunset blvd
1196,république,90036,3103626115,-1,$$,2023,624 s la brea ave
1197,jacks n joe,90007,2137484565,-1,$$,1459,2498 s figueroa st
1198,jay's bar,90029,3236661898,-1,$$,243,4321 sunset blvd
1199,california chicken cafe,90038,3239355877,-1,$$,639,6805 melrose ave
1200,upstairs 2,90064,3102310316,-1,$$$,329,2311 cotner ave
1201,barbrix,90027,3236622442,-1,$$,912,2442 hyperion ave
1202,tarboosh middle east kitchen,90010,2133889636,-1,$$,91,3435 wilshire blvd
1203,empanada's place,90066,3103910888,-1,$,605,3811 sawtelle blvd
1204,633 cafe,90014,2136283840,-1,$,44,633 south spring st
1205,el floridita,90038,3238718612,-1,$$,286,1253 vine st
1206,toast bakery cafe,90048,3236555018,-1,$$,1468,8221 w 3rd st
1207,rock & reilly's,90017,2135370554,-1,$$,39,615 s flower st
1208,l'assiette steak frites,90046,3232742319,-1,$$,414,7166 melrose ave
1209,sharksteeth,90029,,-1,$$$$,21,
1210,bronzed aussie,90014,2132430770,-1,$,527,714a s los angeles st
1211,tofu and noodles,90005,2139150256,-1,$$,319,3068 w 8th st
1212,abby's diner,90041,3232572229,-1,$,149,4862 eagle rock blvd n
1213,post & beam,90008,3232995599,-1,$$,578,3767 santa rosalia dr
1214,l.a burger,90035,3239384300,-1,$,159,6001 w pico blvd
1215,genwa korean bbq,90036,3235490760,-1,$$,2251,5115 wilshire blvd
1216,bacaro la,90007,2137487205,-1,$$,1097,2308 s union ave
1217,gloria's café hp,90042,3237390400,-1,$,71,231 n ave 50
1218,deli-cious deli & catering,90036,3239363354,-1,$,153,5966 w olympic blvd
1219,napoleon and josephine,90046,3234247487,-1,$$$,223,7212 melrose ave
1220,belcampo burger dtla,90013,2136250304,-1,$$,372,317 s broadway
1221,tara cafe & grill,91406,8182858304,-1,$,173,7900 woodley ave
1222,valerie confections,90026,2132509365,-1,$$,91,1665 echo park ave
1223,the greyhound bar & grill,90042,3239000300,-1,$$,370,5570 n figueroa st
1224,canter's deli,90036,3236512030,-1,$$,2701,419 n fairfax ave
1225,the darkroom,90046,3239313800,-1,$$,244,7302 melrose ave
1226,the trails,90027,3238712102,-1,$,481,2333 fern dell dr
1227,centinela cafe,90066,3103912585,-1,$,128,4800 s centinela ave
1228,lemonade,90004,3234640700,-1,$$,374,626 n larchmont blvd
1229,cafe verona,90036,3239346188,-1,$$,553,201 s la brea ave
1230,evo kitchen,90046,3233753390,-1,$$,410,7950 sunset blvd
1231,berlin currywurst,90026,3236631989,-1,$,550,3827 w sunset blvd
1232,franklin & company tavern,90028,3234631552,-1,$$,362,5923 franklin ave
1233,sabor colombiano,90017,2133880150,-1,$$,184,847 s union ave
1234,the lobos truck,90027,4242358562,-1,$,1160,
1235,sunset grill hollywood,90046,3238515557,-1,$,164,7439 w sunset blvd
1236,gus's drive in,90017,2134838885,-1,$,238,1657 w 3rd st
1237,the rustiq table,90007,2135365542,-1,$$,34,2280 s figueroa st
1238,hart's cafe,90028,3234659973,-1,$,114,6655 hollywood blvd
1239,winsome,90012,2134151818,-1,$$,190,1115 sunset blvd
1240,daily grill,90045,3106650149,-1,$$,239,5410 w. century blvd.
1241,grinder restaurants,90007,2137470782,-1,$,149,525 w 28th st
1242,polka polish restaurant,90065,3232557887,-1,$$,647,4112 verdugo rd
1243,madera kitchen,90028,2132613687,-1,$$,253,1835 n cahuenga blvd
1244,honda ya izakaya,90013,2136251184,-1,$$,1186,333 s alameda st
1245,guatemala restaurant,90017,2134834503,-1,$,48,743 s union avenue
1246,mandarette chinese cafe,90048,3236556115,-1,$$,213,8386 beverly blvd
1247,cafe angelino,90048,3102461177,-1,$$,227,8735 w 3rd st
1248,bossa nova on sunset,90046,3234367999,-1,$$,2367,7181 w sunset blvd
1249,got kosher ?,90035,3108581920,-1,$$,259,8914 w pico blvd
1250,armon's restaurant,90041,3234781440,-1,$,249,5056 eagle rock blvd
1251,burgerim,90038,3238484848,-1,$$,141,5001 melrose ave
1252,preux & proper,90014,2138960090,-1,$$,554,840 s spring st
1253,chloe's,90039,2133734677,-1,$$$,36,5410 w san fernando rd
1254,gwen,90028,3239467513,-1,$$$$,83,6600 sunset blvd
1255,wirtshaus,90036,3239319291,-1,$$,575,345 n la brea ave
1256,smith and cohen,90025,3104324360,-1,$$,536,10351 santa monica blvd
1257,buna ethiopian restaurant & market,90019,3239649731,-1,$$,186,1034 s fairfax ave
1258,osteria mamma,90038,3232847060,-1,$$,1061,5732 melrose ave
1259,con sabor restaurant,90019,3239360231,-1,$,153,5105 venice blvd
1260,fusion burgers,90042,3232578705,-1,$$,616,5933 york blvd
1261,the tam o'shanter,90039,3236640228,-1,$$$,908,2980 los feliz blvd
1262,basket burger cafe,90022,3232696823,-1,$,86,1264 s atlantic blvd
1263,simplethings,90048,3235923390,-1,$$,759,8310 w 3rd st
1264,uncle john's cafe,90017,2136233555,-1,$,263,834 s grand ave
1265,anna's cuisine,90029,3236630262,-1,$$,60,4850 fountain ave
1266,bestia,90021,2135145724,-1,$$$,3543,2121 e 7th pl
1267,taix french restaurant,90026,2134841265,-1,$$,617,1911 w sunset blvd
1268,miro,90017,2139888880,-1,$$$,157,888 wilshire blvd
1269,orleans and york deli,90043,3232918800,-1,$$,514,4454 w slauson ave
1270,cafe 50's,90029,3239061955,-1,$$,473,850 n vermont ave
1271,blue cube,90012,2136282868,-1,$,99,206 s spring st
1272,market provisions,90048,3236538009,-1,$$,88,8009 beverly blvd
1273,wurstküche,90013,2136874444,-1,$$,7306,800 e 3rd st
1274,umami burger - los feliz,90027,3236693922,-1,$$,1796,4655 hollywood blvd
1275,the stand,90067,3107850400,-1,$$,182,2000 ave of the stars
1276,ilobasqueno restaurant,90038,3234680119,-1,$,40,5027 melrose ave
1277,el cafetal salvadorian restaurant,90029,3236602953,-1,$$,17,4929 santa monica blvd
1278,71 above,90071,2137122683,-1,$$$$,229,633 w 5th st
1279,diamond buffet & grill,90057,2139891888,-1,$$,106,1901 w 7th st
1280,brownstone bistro,90019,3239659400,-1,$$,151,5047 w pico blvd
1281,la's best deli & cafe,90021,2136227437,-1,$$,52,605 s central ave
1282,2nd floor gastropub & sportsbar,90005,2133883880,-1,$$,83,865 s vermont
1283,the tuck room tavern,90024,3103077004,-1,$$,65,10850 wilshire blvd
1284,beachwood cafe,90068,3238711717,-1,$$,300,2695 n beachwood dr
1285,here's looking at you,90020,2135683573,-1,$$$,75,3901 w 6th st
1286,little sister,90017,2136283146,-1,$$,480,523 w 7th st
1287,cardamom indian cuisine,90036,3239361000,-1,$$,443,7233 beverly blvd
1288,chunju han-il kwan,90020,2134801799,-1,$$,565,3450 w 6th st
1289,ledlow,90013,2136877015,-1,$$,338,400 s main st
1290,artisan house,90014,2136226333,-1,$$,821,600 s main st
1291,aroma restaurant,90026,3236442833,-1,$$,277,2903 w sunset blvd
1292,la flor blanca restaurant,90007,3237351802,-1,$,73,1279 w jefferson blvd
1293,rao's,90038,3239627267,-1,$$$,237,1006 seward st
1294,lao tao,90012,2133725318,-1,$,39,727 n broadway
1295,joom bangkok cafe,90036,3239389650,-1,$$,478,7825 beverly blvd
1296,shojin downtown,90013,2136170305,-1,$$,1317,333 s alameda st
1297,the oinkster,90041,3232556465,-1,$$,3170,2005 colorado blvd
1298,grace cafe,90017,2132507515,-1,$,58,1221 w 3rd st
1299,red lion tavern,90039,3236625337,-1,$$,1423,2366 glendale blvd
1300,hunan cafe,90046,3238221208,-1,$$,172,7986 sunset blvd
1301,native foods cafe,90024,3102091055,-1,$$,1113,1114 gayley ave
1302,klat,90005,2136747776,-1,$$,291,621 s western ave
1303,tommy's original world famous hamburgers,90057,2133899060,-1,$,943,2575 beverly blvd
1304,wolfgang puck at hotel bel-air,90077,3104721211,-1,$$$$,200,701 stone canyon rd
1305,pestolini,90013,2132657624,-1,$,91,363 s broadway
1306,sanamluang cafe,90027,3236608006,-1,$,1111,5176 hollywood blvd
1307,watts coffee house,90002,3232494343,-1,$,129,1827 e 103rd st
1308,kailey's restaurant,90031,3233439320,-1,$,13,3600 n broadway
1309,the west end: craft bar and neighborhood kitchen,90025,3104706601,-1,$$,89,2116-b westwood blvd
1310,ariyoshi sushi cafe izakaya,90036,3239315358,-1,$$,791,5358 wilshire blvd
1311,brothers sandwich shop,90020,2132975658,-1,$,208,3274 w 6th st
1312,fatburger,90011,2134151743,-1,$$,78,3150 wilshire blvd
1313,night + market song,90026,3236655899,-1,$$,422,3322 w sunset blvd
1314,capitol burgers,90019,3239360366,-1,$,182,4301 w pico blvd
1315,jaragua,90004,3236611985,-1,$,309,4493 beverly blvd
1316,westbound,90013,2132629291,-1,$$,64,300 s santa fe ave
1317,osteria mozza,90038,3232970100,-1,$$$$,2191,6602 melrose ave
1318,deli-in,90010,2133883451,-1,$,109,3456 1/2 wilshire blvd
1319,district,90017,2136123185,-1,$$,116,711 s hope st
1320,the garage,90034,3105593400,-1,$$,368,3387 motor ave
1321,ej's bites,90015,2136839768,-1,$,122,949 s figueroa st
1322,tinhorn flats saloon & grill,90028,3234622210,-1,$$,371,1724 n highland ave
1323,odys and penelope,90036,3234331057,-1,$$$,306,127 s la brea
1324,brasil kiss coffeebar,90038,3234986099,-1,$,42,6350 santa monica blvd
1325,atlacatl restaurant,90004,3236631404,-1,$,361,301 n berendo st
1326,roscoe's house of chicken & waffles,90003,3237526211,-1,$$,326,106 w manchester ave
1327,umami burger - grove,90036,3239548626,-1,$$,911,189 the grove dr
1328,rocksugar pan asian kitchen,90067,3105529988,-1,$$,1725,10250 santa monica blvd
1329,city tavern,90017,2132395654,-1,$$,238,735 s figueroa st
1330,noshi sushi,90004,3234693458,-1,$$,1035,4430 beverly blvd
1331,bibi's bakery & cafe,90035,3102461788,-1,$,144,8928 w pico blvd
1332,farmboy kitchen,90038,3238484790,-1,$$,118,1050 vine st
1333,house of pies,90027,3236669961,-1,$$,1190,1869 n vermont ave
1334,homestate,90027,3239061122,-1,$,435,4624 hollywood blvd
1335,terroni,90036,3239540300,-1,$$,899,7605 beverly blvd
1336,camilo's california bistro,90041,3234782644,-1,$$,341,2128 colorado blvd
1337,ziran,90071,2136171133,-1,$$,52,333 s. figueroa st.
1338,quality food & beverage,90048,3236585959,-1,$$,239,8030 w 3rd st
1339,desert rose restaurant,90027,3236661166,-1,$$,728,1700 hillhurst ave
1340,carlitos gardel,90046,3236550891,-1,$$$,722,7963 melrose ave
1341,road to seoul,90006,3237319292,-1,$$,3004,1230 s western ave
1342,the starving actor,90017,2134436179,-1,$$,53,1070 wilshire blvd
1343,bamboo restaurant,90034,3102870668,-1,$$,323,10835 venice blvd
1344,salt's cure,90038,3234657258,-1,$$,133,1155 n highland ave
1345,charlie's coffee shop,90036,3239330616,-1,$,118,6333 w third st
1346,pa ord noodle,90027,3234613945,-1,$,1057,5301 sunset blvd
1347,the cheesecake factory,90036,3236340511,-1,$$,890,189 the grove dr
1348,thai boom,90034,3108428291,-1,$,888,10863 venice blvd
1349,sonny's hideaway,90042,3232552000,-1,$$,286,5137 york blvd
1350,la pergoletta,90027,3236648259,-1,$$,336,1802 hillhurst ave
1351,petit trois,90038,3234688916,-1,$$$,432,718 n highland ave
1352,far bar,90012,2136179990,-1,$$,1612,347 e 1st st
1353,rutt's hawaiian cafe,90066,3103986326,-1,$,1171,12114 w washington blvd
1354,the dragon restaurant,90006,2133878833,-1,$$,237,966 s vermont ave
1355,rosa's bella cucina,90048,3232012677,-1,$,68,
1356,the arsenal,90064,3105755511,-1,$$,588,12012 w pico blvd
1357,osso dtla,90012,2138805999,-1,$$,96,901 e 1st st
1358,si laa,90035,3108587738,-1,$$,195,1128 s robertson blvd
1359,la usuluteca,90019,3237332044,-1,$,37,4014 w washington blvd
1360,origin cafe,90035,4242884682,-1,$$,53,8532 w pico blvd
1361,bar verde,90036,3239001610,-1,$$,217,189 the grove dr
1362,the little door,90048,3239511210,-1,$$$,1554,8164 w 3rd st
1363,veggie grill,90046,3238227575,-1,$$,889,8000 w sunset blvd
1364,cojutepeque restaurant,90057,2133825163,-1,$,48,2610 w 3rd st
1365,phoenix inn chinese cuisine,90012,2136292812,-1,$$,291,301 ord st
1366,vine street,90038,3234643364,-1,$$,113,1241 n vine st
1367,don lencho restaurant,90044,3237517533,-1,$,49,6119 s normandie ave
1368,auntie em's kitchen,90041,3232550800,-1,$$,1289,4616 eagle rock blvd
1369,bludso's bar & que,90036,3239312583,-1,$$,1104,609 n la brea ave
1370,classic grill,90045,3102168226,-1,$,85,5569 w manchester ave
1371,link n hops,90039,3234269049,-1,$$,345,3111 glendale blvd
1372,sushi enya,90012,2136263692,-1,$$,820,343 e 1st st
1373,bottlerock,90015,2137471100,-1,$$,359,1050 s flower st
1374,central kitchen,90007,2139082400,-1,$$,86,325 w adams blvd
1375,kyochon,90020,2137399292,-1,$$,1619,3833 w 6th st
1376,ink,90069,3236515866,-1,$$$$,1776,8360 melrose ave
1377,wolf,90046,3234247735,-1,$$$,114,7661 melrose ave
1378,freddy small's bar and kitchen,90064,3104793000,-1,$$,434,11520 w pico blvd
1379,casa chocolate,90019,3237347679,-1,$,135,3319 w pico blvd
1380,chung king cafe,90022,3232638313,-1,$,23,4578 whittier blvd
1381,sapp coffee shop,90027,3236651035,-1,$,650,5183 hollywood blvd
1382,koshi,91602,8185058290,-1,$$,162,10140 riverside dr
1383,redwood bar & grill,90012,2136802600,-1,$$,570,316 w 2nd st
1384,original pantry cafe,90017,2139729279,-1,$$,2160,877 s figueroa st
1385,los angeles athletic club,90014,2136252211,-1,$$,182,431 w 7th st
1386,paseo san miguel,90062,3232940201,-1,$,82,1560 w martin luther king jr blvd
1387,tribal cafe,90026,2134834458,-1,$,556,1651 w temple st
1388,electric karma,90048,3236532121,-1,$$,517,8222 1/2 w 3rd st
1389,gulp restaurant & brew pub,90064,3104740007,-1,$$,238,10928 w pico blvd
1390,thirteen xiii soju bar,90019,3232723432,-1,$$,87,4121 w olympic blvd
1391,vibrato grill jazz,90077,3104749400,-1,$$$,419,2930 n beverly glen cir
1392,spartina,90046,3237821023,-1,$$$,134,7505 melrose ave
1393,la fonda antioquena,90004,3239575164,-1,$$,265,5125 melrose ave
1394,ta bom truck,90019,3239027591,-1,$,176,
1395,pollo campero,90015,8449226737,-1,$,89,1605 w olympic blvd
1396,the greasy wiener,,6199172169,-1,$,167,
1397,33 taps,90028,3239621400,-1,$$,451,6263 hollywood blvd
1398,carney's sunset strip,90069,3236548300,-1,$,588,8351 w sunset blvd
1399,coppelia's bakery & cafe,90034,3108380375,-1,$,249,10825 venice blvd
1400,weiland's brewery underground,90189,2136221125,-1,$$,202,505 s flower st
1401,orleans & york deli,90013,2136870400,-1,$$,169,333 s spring st
1402,berlins,90048,3237465409,-1,$,520,8474 w 3rd st
1403,kt thai,90027,3236679800,-1,$$,170,5151 hollywood blvd
1404,colori kitchen,90014,2136225950,-1,$$,1252,429 w 8th st
1405,pips on la brea,90019,3239547477,-1,$$,273,1356 s la brea ave
1406,the melt sunset & vine,90028,2133444906,-1,$,313,6290 sunset blvd
1407,burgerlords,90012,3234054012,-1,$,258,943 n broadway
1408,summer buffalo,90046,3239388808,-1,$$,150,7275 melrose ave
1409,barbara's at the brewery,90031,3232219204,-1,$$,165,620 moulton ave
1410,il macchiato cafe,90013,2134881326,-1,$,78,312 w 5th st
1411,ball & chain,90028,3234652255,-1,$$,319,1643 n cahuenga blvd
1412,tavern,90049,3108066464,-1,$$$,987,11648 san vicente blvd
1413,haus by coffee hunter,90020,2133885311,-1,$$,1030,3826 w 6th st
1414,home restaurant,90039,3236650211,-1,$$,926,2500 riverside dr
1415,umami burger - hollywood,90028,3234693100,-1,$$,1528,1520 n cahuenga blvd
1416,brasil kiss coffeebar,90017,2137855131,-1,$,92,1010 wilshire blvd
1417,wat dong moon lek noodle,90029,3236665993,-1,$$,757,4356 fountain ave
1418,napa valley grille,90024,3108243322,-1,$$,685,1100 glendon ave
1419,the 3rd stop,90048,3102733605,-1,$$,438,8636 w 3rd st
1420,guild new american bistro,90017,2132627846,-1,$$,101,611 w 7th st
1421,paseo san miguel restaurant,90062,3237370787,-1,$$,17,3874 s western ave
1422,a-frame,90066,3103987700,-1,$$,1611,12565 washington blvd
1423,singapore's banana leaf,90036,3239334627,-1,$,565,6333 w 3rd st
1424,thank you for coming,90039,3236482666,-1,$,54,3416 glendale blvd
1425,tak's coffee shop,90008,3232950195,-1,$,66,3870 crenshaw blvd
1426,chalet edelweiss,90045,3106458740,-1,$$,365,8740 s sepulveda blvd
1427,chick-fil-a,90007,2137478721,-1,$,284,3758 s figueroa st
1428,lawry's carvery,90015,2132222212,-1,$$,448,1011 s figueroa st
1429,osteria la buca,90038,3234621900,-1,$$,1282,5210 melrose ave
1430,the blue flame cafe,90013,2132442055,-1,$,55,"555 w 5th st, 2nd fl"
1431,stuffed stuff,,4246526999,-1,$,12,
1432,nick + stef's steakhouse,90071,2136800330,-1,$$$,133,330 s hope st
1433,mangia italian ristorante on wheels,90015,5624001946,-1,$,49,downtown los angeles area
1434,by chloe,90039,4246757618,-1,$$,250,2520 glendale blvd
1435,trimana grill,90048,3239334080,-1,$,75,6246 wilshire blvd
1436,china in the box,90042,3236751100,-1,$,56,5528 york blvd
1437,simbal restaurant,90012,2136260244,-1,$$$,172,120 s san pedro st
1438,plum tree inn,90012,2136131819,-1,$$,295,913 n broadway
1439,tropicalia brazilian grill,90027,3236441798,-1,$$,530,1966 hillhurst ave
1440,cod restaurant,90048,3236589188,-1,$$$,227,8408 w. 3rd street
1441,ayara thai cuisine,90045,3104108848,-1,$$,1512,6245 w 87th st
1442,kaya street kitchen,90036,3238799288,-1,$,529,109 n fairfax ave
1443,il capriccio on vermont,90027,3236625900,-1,$$,737,1757 n vermont ave
1444,callender's grill,90036,3239377952,-1,$$,335,5773 wilshire blvd
1445,shamshiri grill,90024,3104741410,-1,$$,956,1712 westwood blvd
1446,maccheroni republic,90013,2133469725,-1,$$,1432,332 s broadway
1447,guatemalteca bakery restaurant,90029,3236638307,-1,$,81,4770 santa monica blvd
1448,lenny's deli,90064,3104755771,-1,$$,714,2379 westwood blvd
1449,spitz - eagle rock,90041,3232575600,-1,$$,991,2506 colorado blvd
1450,marvin,90048,3236555553,-1,$$$,87,8114 beverly blvd
1451,bunker hill bar & grill,90017,2136882988,-1,$$,594,601 w 5th st
1452,zen mei bistro,90012,2136267113,-1,$,105,800 yale st
1453,el migueleno restaurant,90007,3237348797,-1,$,25,2301 s vermont ave
1454,88 chinese & sushi,90036,3238521638,-1,$$,281,418 n fairfax ave
1455,ackee bamboo jamaican cuisine,90008,3232957275,-1,$$,201,4305 degnan blvd
1456,la nueva flor blanca,90004,,-1,$,14,4271 beverly blvd
1457,stir market,90036,3238798283,-1,$$,295,7475 beverly blvd
1458,wurstküche venice,90291,2136874444,-1,$$,1223,625 lincoln blvd
1459,little dom's,90027,3236610055,-1,$$,1261,2128 hillhurst ave
1460,coral reef chinese restaurant,90039,3236603260,-1,$,106,3200 glendale blvd
1461,park's bbq,90006,2133801717,-1,$$$,1244,955 s vermont ave
1462,eat this cafe,90038,3239992003,-1,$$,569,6547 santa monica blvd
1463,joan & sisters restaurant,90018,3237358952,-1,$$,37,3709 s western ave
1464,shaky alibi,90036,3239385282,-1,$$,379,7401 beverly blvd
1465,mandarin kitchen,90025,3104419651,-1,$,283,1822 westwood blvd
1466,the lost knight,90026,2132780408,-1,$$,182,1538 w sunset blvd
1467,cleo,90028,3239621711,-1,$$$,1465,1717 vine st
1468,dr robbin,90020,2133800202,-1,$$,197,3000 w 6th st
1469,mendocino farms,90071,2136273262,-1,$$,687,444 s flower st
1470,morton's the steakhouse,90017,2135534566,-1,$$$,524,735 s figueroa st
1471,belcampo burger la/west third,90048,3239370170,-1,$$,124,8053 w 3rd st
1472,cuvee,90048,3102714333,-1,$$,276,145 s robertson blvd
1473,tres by josé andrés,90048,3102465551,-1,$$$,340,465 s la cienega bvld
1474,farfalla trattoria,90027,3236617365,-1,$$,509,1978 hillhurst ave
1475,m con,90048,3235923315,-1,$$,154,8459 beverly blvd
1476,providence,90038,3234604170,-1,$$$$,2150,5955 melrose ave
1477,gingergrass,90039,3236441600,-1,$$,905,2396 glendale blvd
1478,moun of tunis restaurant,90046,3238743333,-1,$$,156,7445 1/2 w sunset blvd
1479,poppy + rose,90014,2139957799,-1,$$,895,765 wall st
1480,catch 56,90028,3236672777,-1,$$,141,5615 hollywood blvd
1481,the vegan joint,90021,2136249865,-1,$$,83,707 e 10th st
1482,otomisan restaurant,90033,3235261150,-1,$$,238,2506 e 1st st
1483,java twist,90010,2133833999,-1,$,9,3540 wilshire blvd
1484,pok pok la,90012,2136131831,-1,$$,309,978 n broadway
1485,soot bull jeep,90005,2133873865,-1,$$,772,3136 w 8th st
1486,aroma cafe,90064,3108362919,-1,$$,221,2530 overland ave
1487,seoul sausage company,90025,3104777739,-1,$,1224,11313 mississippi ave
1488,clifton's,90014,2136271673,-1,$$,1063,648 s broadway
1489,el rinconcito jutiapense,90020,2133889273,-1,$,23,4010 w 3rd st
1490,wolfgang puck bar & grill,90015,2137489700,-1,$$,585,800 w olympic blvd
1491,los molcajetes,90057,2134803858,-1,$,20,2600 w 6th st
1492,alibi room,90066,3103909300,-1,$$,1340,12236 w washington blvd
1493,california wings cafe,90028,3234652000,-1,$,195,1649 n cahuenga blvd
1494,la flor blanca restaurant,90037,3232311728,-1,$,36,320 w vernon ave
1495,sawyer,90026,3236413709,-1,$$,194,3709 w sunset blvd
1496,es con sabor west,90034,3108421111,-1,$,38,10401 venice blvd
1497,habayit,90064,3104795444,-1,$$,135,11921 w pico blvd
1498,la cevicheria,90019,3237321253,-1,$$,639,3809 w pico blvd
